TID,Comment,GroupID,GroupRate,MinGhelld,MaxGhelld,AddDropNumber,AddDropRate,DropItem01,DropItemStack01,DropRate01,DropItem02,DropItemStack02,DropRate02,DropItem03,DropItemStack03,DropRate03,DropItem04,DropItemStack04,DropRate04,DropItem05,DropItemStack05,DropRate05,DropItem06,DropItemStack06,DropRate06,DropItem07,DropItemStack07,DropRate07,DropItem08,DropItemStack08,DropRate08,DropItem09,DropItemStack09,DropRate09,DropItem10,DropItemStack10,DropRate10,DropItem11,DropItemStack11,DropRate11,DropItem12,DropItemStack12,DropRate12,DropItem13,DropItemStack13,DropRate13,DropItem14,DropItemStack14,DropRate14,DropItem15,DropItemStack15,DropRate15
2618,(卸除)一般_靴子_40,1040,1740,334,600,1,1542,2450924,1,3300,2453924,1,6600,2456924,1,9900,2450921,1,9933,2453921,1,9966,2456921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2619,(卸除)一般_手套_40,1040,1745,334,600,1,1545,2430924,1,3300,2433924,1,6600,2436924,1,9900,2430921,1,9933,2433921,1,9966,2436921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,(卸除)一般_裤子_40,1040,1749,334,600,1,1547,2440924,1,3300,2443924,1,6600,2446924,1,9900,2440921,1,9933,2443921,1,9966,2446921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2621,(卸除)一般_头盔_40,1040,1754,334,600,1,1550,2410924,1,3300,2413924,1,6600,2416924,1,9900,2410921,1,9933,2413921,1,9966,2416921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2622,(卸除)一般_铠甲_40,1040,1759,334,600,1,1552,2420924,1,3300,2423924,1,6600,2426924,1,9900,2420921,1,9933,2423921,1,9966,2426921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2623,(卸除)一般_武器_40,1040,1763,334,600,1,1555,1011624,1,1000,1041624,1,2000,1141624,1,3000,1051624,1,4000,1011621,1,5000,1041621,1,6000,1141621,1,7000,1051621,1,8000,1091621,1,9000,1091624,1,10000,,,,,,,,,,,,,,,
2624,(卸除)一般_盾牌_40,1040,1768,334,600,1,1557,1026624,1,9900,1026621,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2625,(卸除)一般_靴子_41,1041,229,356,640,1,195,2451001,1,3300,2454001,1,6666,2457001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2626,(卸除)一般_手套_41,1041,458,356,640,1,390,2431001,1,3300,2434001,1,6666,2437001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2627,(卸除)一般_裤子_41,1041,688,356,640,1,585,2441001,1,3300,2444001,1,6666,2447001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2628,(卸除)一般_头盔_41,1041,917,356,640,1,780,2411001,1,3300,2414001,1,6666,2417001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2629,(卸除)一般_铠甲_41,1041,1147,356,640,1,975,2421001,1,3300,2424001,1,6666,2427001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,(卸除)一般_武器_41,1041,1376,356,640,1,1170,1011601,1,2000,1041601,1,4000,1141601,1,6000,1051601,1,8000,1091601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2631,(卸除)一般_盾牌_41,1041,1605,356,640,1,1365,1026604,1,9900,1026601,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2632,(卸除)一般_靴子_41,1041,1622,356,640,1,1380,2451014,1,3300,2454014,1,6600,2457014,1,9900,2451011,1,9933,2454011,1,9966,2457011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2633,(卸除)一般_手套_41,1041,1639,356,640,1,1395,2431014,1,3300,2434014,1,6600,2437014,1,9900,2431011,1,9933,2434011,1,9966,2437011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,(卸除)一般_裤子_41,1041,1656,356,640,1,1410,2441014,1,3300,2444014,1,6600,2447014,1,9900,2441011,1,9933,2444011,1,9966,2447011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2635,(卸除)一般_头盔_41,1041,1674,356,640,1,1425,2411014,1,3300,2414014,1,6600,2417014,1,9900,2411011,1,9933,2414011,1,9966,2417011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2636,(卸除)一般_铠甲_41,1041,1691,356,640,1,1440,2421014,1,3300,2424014,1,6600,2427014,1,9900,2421011,1,9933,2424011,1,9966,2427011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2637,(卸除)一般_武器_41,1041,1708,356,640,1,1455,1011614,1,1000,1041614,1,2000,1141614,1,3000,1051614,1,4000,1011611,1,5000,1041611,1,6000,1141611,1,7000,1051611,1,8000,1091611,1,9000,1091614,1,10000,,,,,,,,,,,,,,,
2638,(卸除)一般_盾牌_41,1041,1725,356,640,1,1470,1026614,1,9900,1026611,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,(卸除)一般_靴子_41,1041,1728,356,640,1,1472,2451024,1,3300,2454024,1,6600,2457024,1,9900,2451021,1,9933,2454021,1,9966,2457021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2640,(卸除)一般_手套_41,1041,1731,356,640,1,1475,2431024,1,3300,2434024,1,6600,2437024,1,9900,2431021,1,9933,2434021,1,9966,2437021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2641,(卸除)一般_裤子_41,1041,1734,356,640,1,1477,2441024,1,3300,2444024,1,6600,2447024,1,9900,2441021,1,9933,2444021,1,9966,2447021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642,(卸除)一般_头盔_41,1041,1737,356,640,1,1480,2411024,1,3300,2414024,1,6600,2417024,1,9900,2411021,1,9933,2414021,1,9966,2417021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2643,(卸除)一般_铠甲_41,1041,1740,356,640,1,1482,2421024,1,3300,2424024,1,6600,2427024,1,9900,2421021,1,9933,2424021,1,9966,2427021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2644,(卸除)一般_武器_41,1041,1743,356,640,1,1485,1011624,1,1000,1041624,1,2000,1141624,1,3000,1051624,1,4000,1011621,1,5000,1041621,1,6000,1141621,1,7000,1051621,1,8000,1091621,1,9000,1091624,1,10000,,,,,,,,,,,,,,,
2645,(卸除)一般_盾牌_41,1041,1746,356,640,1,1487,1026624,1,9900,1026621,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2646,(卸除)一般_图案_45_破旧(头发),1041,1749,356,640,1,1500,65062,1,2000,65162,1,4000,65262,1,6000,65063,1,6667,65064,1,7334,65163,1,8001,65164,1,8668,65263,1,9335,65264,1,10000,,,,,,,,,,,,,,,,,,
2647,(卸除)一般_靴子_42,1042,176,378,681,1,192,2451001,1,3300,2454001,1,6666,2457001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2648,(卸除)一般_手套_42,1042,353,378,681,1,385,2431001,1,3300,2434001,1,6666,2437001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2649,(卸除)一般_裤子_42,1042,530,378,681,1,577,2441001,1,3300,2444001,1,6666,2447001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,(卸除)一般_头盔_42,1042,706,378,681,1,770,2411001,1,3300,2414001,1,6666,2417001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2651,(卸除)一般_铠甲_42,1042,883,378,681,1,962,2421001,1,3300,2424001,1,6666,2427001,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2652,(卸除)一般_武器_42,1042,1060,378,681,1,1155,1011701,1,2000,1041701,1,4000,1141701,1,6000,1051701,1,8000,1091701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2653,(卸除)一般_盾牌_42,1042,1236,378,681,1,1347,1026704,1,9900,1026701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2654,(卸除)一般_靴子_42,1042,1249,378,681,1,1360,2451014,1,3300,2454014,1,6600,2457014,1,9900,2451011,1,9933,2454011,1,9966,2457011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,(卸除)一般_手套_42,1042,1261,378,681,1,1372,2431014,1,3300,2434014,1,6600,2437014,1,9900,2431011,1,9933,2434011,1,9966,2437011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2656,(卸除)一般_裤子_42,1042,1274,378,681,1,1385,2441014,1,3300,2444014,1,6600,2447014,1,9900,2441011,1,9933,2444011,1,9966,2447011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2657,(卸除)一般_头盔_42,1042,1286,378,681,1,1397,2411014,1,3300,2414014,1,6600,2417014,1,9900,2411011,1,9933,2414011,1,9966,2417011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658,(卸除)一般_铠甲_42,1042,1298,378,681,1,1410,2421014,1,3300,2424014,1,6600,2427014,1,9900,2421011,1,9933,2424011,1,9966,2427011,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,(卸除)一般_武器_42,1042,1311,378,681,1,1422,1011714,1,1000,1041714,1,2000,1141714,1,3000,1051714,1,4000,1011711,1,5000,1041711,1,6000,1141711,1,7000,1051711,1,8000,1091711,1,9000,1091714,1,10000,,,,,,,,,,,,,,,
2660,(卸除)一般_盾牌_42,1042,1323,378,681,1,1435,1026714,1,9900,1026711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2661,(卸除)一般_靴子_42,1042,1325,378,681,1,1437,2451024,1,3300,2454024,1,6600,2457024,1,9900,2451021,1,9933,2454021,1,9966,2457021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,(卸除)一般_手套_42,1042,1326,378,681,1,1440,2431024,1,3300,2434024,1,6600,2437024,1,9900,2431021,1,9933,2434021,1,9966,2437021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2663,(卸除)一般_裤子_42,1042,1328,378,681,1,1442,2441024,1,3300,2444024,1,6600,2447024,1,9900,2441021,1,9933,2444021,1,9966,2447021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2664,(卸除)一般_头盔_42,1042,1329,378,681,1,1445,2411024,1,3300,2414024,1,6600,2417024,1,9900,2411021,1,9933,2414021,1,9966,2417021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2665,(卸除)一般_铠甲_42,1042,1331,378,681,1,1447,2421024,1,3300,2424024,1,6600,2427024,1,9900,2421021,1,9933,2424021,1,9966,2427021,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666,(卸除)一般_武器_42,1042,1333,378,681,1,1450,1011724,1,1000,1041724,1,2000,1141724,1,3000,1051724,1,4000,1011721,1,5000,1041721,1,6000,1141721,1,7000,1051721,1,8000,1091721,1,9000,1091724,1,10000,,,,,,,,,,,,,,,
2667,(卸除)一般_盾牌_42,1042,1334,378,681,1,1452,1026724,1,9900,1026721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2668,(目标)一般_图案_45_破旧(胸部),1042,1336,378,681,1,1500,65362,1,2000,65462,1,4000,65562,1,6000,65363,1,6667,65364,1,7334,65463,1,8001,65464,1,8668,65563,1,9335,65564,1,10000,,,,,,,,,,,,,,,,,,
2669,(目标)一般_图案_45_破旧(腰),1042,1337,378,681,1,1550,65962,1,2000,66062,1,4000,66162,1,6000,65963,1,6667,65964,1,7334,66063,1,8001,66064,1,8668,66163,1,9335,66164,1,10000,,,,,,,,,,,,,,,,,,
2670,(目标)一般_图案_45_破旧(脚),1042,1339,378,681,1,1600,66262,1,2000,66362,1,4000,66462,1,6000,66263,1,6667,66264,1,7334,66363,1,8001,66364,1,8668,66463,1,9335,66464,1,10000,,,,,,,,,,,,,,,,,,
2671,(目标)一般_图案_45_破旧(披风),1042,1340,378,681,1,1650,66562,1,5000,66563,1,7500,66564,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2672,戒指_43,1042,1467,402,723,1,1332,2080601,1,5000,2080602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2673,戒指_43,1042,1477,402,723,1,1435,2080611,1,5000,2080612,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2674,戒指_43,1042,1478,402,723,1,1462,2080621,1,5000,2080622,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2675,项链_44,1042,1612,426,766,1,1312,2070601,1,5000,2070602,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2676,项链_44,1042,1621,426,766,1,1412,2070611,1,5000,2070612,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2677,项链_44,1042,1622,426,766,1,1440,2070621,1,5000,2070622,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2678,(卸除)一般_靴子_45,1045,220,450,810,1,182,2451101,1,3300,2454101,1,6666,2457101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2679,(卸除)一般_手套_45,1045,440,450,810,1,365,2431101,1,3300,2434101,1,6666,2437101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2680,(卸除)一般_裤子_45,1045,660,450,810,1,547,2441101,1,3300,2444101,1,6666,2447101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681,(卸除)一般_头盔_45,1045,880,450,810,1,730,2411101,1,3300,2414101,1,6666,2417101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,(卸除)一般_铠甲_45,1045,1100,450,810,1,912,2421101,1,3300,2424101,1,6666,2427101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2683,(卸除)一般_武器_45,1045,1320,450,810,1,1095,1011801,1,2000,1041801,1,4000,1141801,1,6000,1051801,1,8000,1091801,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2684,(卸除)一般_盾牌_45,1045,1540,450,810,1,1277,1026804,1,9900,1026801,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,(卸除)一般_靴子_45,1045,1556,450,810,1,1290,2451114,1,3300,2454114,1,6600,2457114,1,9900,2451111,1,9933,2454111,1,9966,2457111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2686,(卸除)一般_手套_45,1045,1571,450,810,1,1302,2431114,1,3300,2434114,1,6600,2437114,1,9900,2431111,1,9933,2434111,1,9966,2437111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2687,(卸除)一般_裤子_45,1045,1587,450,810,1,1315,2441114,1,3300,2444114,1,6600,2447114,1,9900,2441111,1,9933,2444111,1,9966,2447111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2688,(卸除)一般_头盔_45,1045,1602,450,810,1,1327,2411114,1,3300,2414114,1,6600,2417114,1,9900,2411111,1,9933,2414111,1,9966,2417111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689,(卸除)一般_铠甲_45,1045,1618,450,810,1,1340,2421114,1,3300,2424114,1,6600,2427114,1,9900,2421111,1,9933,2424111,1,9966,2427111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2690,(卸除)一般_武器_45,1045,1633,450,810,1,1352,1011814,1,1000,1041814,1,2000,1141814,1,3000,1051814,1,4000,1011811,1,5000,1041811,1,6000,1141811,1,7000,1051811,1,8000,1091811,1,9000,1091814,1,10000,,,,,,,,,,,,,,,
2691,(卸除)一般_盾牌_45,1045,1649,450,810,1,1365,1026814,1,9900,1026811,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,(卸除)一般_靴子_45,1045,1653,450,810,1,1367,2451124,1,3300,2454124,1,6600,2457124,1,9900,2451121,1,9933,2454121,1,9966,2457121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2693,(卸除)一般_手套_45,1045,1658,450,810,1,1370,2431124,1,3300,2434124,1,6600,2437124,1,9900,2431121,1,9933,2434121,1,9966,2437121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694,(卸除)一般_裤子_45,1045,1663,450,810,1,1372,2441124,1,3300,2444124,1,6600,2447124,1,9900,2441121,1,9933,2444121,1,9966,2447121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2695,(卸除)一般_头盔_45,1045,1667,450,810,1,1375,2411124,1,3300,2414124,1,6600,2417124,1,9900,2411121,1,9933,2414121,1,9966,2417121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2696,(卸除)一般_铠甲_45,1045,1672,450,810,1,1377,2421124,1,3300,2424124,1,6600,2427124,1,9900,2421121,1,9933,2424121,1,9966,2427121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2697,(卸除)一般_武器_45,1045,1677,450,810,1,1380,1011824,1,1000,1041824,1,2000,1141824,1,3000,1051824,1,4000,1011821,1,5000,1041821,1,6000,1141821,1,7000,1051821,1,8000,1091821,1,9000,1091824,1,10000,,,,,,,,,,,,,,,
2698,(卸除)一般_盾牌_45,1045,1681,450,810,1,1382,1026824,1,9900,1026821,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2699,(目标)一般_图案_45_破旧(手),1045,1684,450,810,1,1400,62662,1,2000,62762,1,4000,62862,1,6000,62663,1,6667,62664,1,7334,62763,1,8001,62764,1,8668,62863,1,9335,62864,1,10000,,,,,,,,,,,,,,,,,,
2700,(卸除)一般_靴子_46,1046,218,476,856,1,175,2451201,1,3300,2454201,1,6666,2457201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2701,(卸除)一般_手套_46,1046,437,476,856,1,350,2431201,1,3300,2434201,1,6666,2437201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2702,(卸除)一般_裤子_46,1046,655,476,856,1,525,2441201,1,3300,2444201,1,6666,2447201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703,(卸除)一般_头盔_46,1046,874,476,856,1,700,2411201,1,3300,2414201,1,6666,2417201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2704,(卸除)一般_铠甲_46,1046,1092,476,856,1,875,2421201,1,3300,2424201,1,6666,2427201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,(卸除)一般_武器_46,1046,1311,476,856,1,1050,1011801,1,2000,1041801,1,4000,1141801,1,6000,1051801,1,8000,1091801,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706,(卸除)一般_盾牌_46,1046,1529,476,856,1,1225,1026804,1,9900,1026801,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707,(卸除)一般_靴子_46,1046,1545,476,856,1,1237,2451214,1,3300,2454214,1,6600,2457214,1,9900,2451211,1,9933,2454211,1,9966,2457211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708,(卸除)一般_手套_46,1046,1560,476,856,1,1250,2431214,1,3300,2434214,1,6600,2437214,1,9900,2431211,1,9933,2434211,1,9966,2437211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2709,(卸除)一般_裤子_46,1046,1576,476,856,1,1262,2441214,1,3300,2444214,1,6600,2447214,1,9900,2441211,1,9933,2444211,1,9966,2447211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,(卸除)一般_头盔_46,1046,1591,476,856,1,1275,2411214,1,3300,2414214,1,6600,2417214,1,9900,2411211,1,9933,2414211,1,9966,2417211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2711,(卸除)一般_铠甲_46,1046,1607,476,856,1,1287,2421214,1,3300,2424214,1,6600,2427214,1,9900,2421211,1,9933,2424211,1,9966,2427211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712,(卸除)一般_武器_46,1046,1622,476,856,1,1300,1011814,1,1000,1041814,1,2000,1141814,1,3000,1051814,1,4000,1011811,1,5000,1041811,1,6000,1141811,1,7000,1051811,1,8000,1091811,1,9000,1091814,1,10000,,,,,,,,,,,,,,,
2713,(卸除)一般_盾牌_46,1046,1638,476,856,1,1312,1026814,1,9900,1026811,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2714,(卸除)一般_靴子_46,1046,1641,476,856,1,1315,2451224,1,3300,2454224,1,6600,2457224,1,9900,2451221,1,9933,2454221,1,9966,2457221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2715,(卸除)一般_手套_46,1046,1644,476,856,1,1317,2431224,1,3300,2434224,1,6600,2437224,1,9900,2431221,1,9933,2434221,1,9966,2437221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2716,(卸除)一般_裤子_46,1046,1647,476,856,1,1320,2441224,1,3300,2444224,1,6600,2447224,1,9900,2441221,1,9933,2444221,1,9966,2447221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2717,(卸除)一般_头盔_46,1046,1650,476,856,1,1322,2411224,1,3300,2414224,1,6600,2417224,1,9900,2411221,1,9933,2414221,1,9966,2417221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2718,(卸除)一般_铠甲_46,1046,1653,476,856,1,1325,2421224,1,3300,2424224,1,6600,2427224,1,9900,2421221,1,9933,2424221,1,9966,2427221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,(卸除)一般_武器_46,1046,1656,476,856,1,1327,1011824,1,1000,1041824,1,2000,1141824,1,3000,1051824,1,4000,1011821,1,5000,1041821,1,6000,1141821,1,7000,1051821,1,8000,1091821,1,9000,1091824,1,10000,,,,,,,,,,,,,,,
2720,(卸除)一般_盾牌_46,1046,1660,476,856,1,1330,1026824,1,9900,1026821,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721,(卸除)一般_靴子_47,1047,167,502,903,1,172,2451201,1,3300,2454201,1,6666,2457201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,(卸除)一般_手套_47,1047,334,502,903,1,345,2431201,1,3300,2434201,1,6666,2437201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,(卸除)一般_裤子_47,1047,502,502,903,1,517,2441201,1,3300,2444201,1,6666,2447201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,(卸除)一般_头盔_47,1047,669,502,903,1,690,2411201,1,3300,2414201,1,6666,2417201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,(卸除)一般_铠甲_47,1047,837,502,903,1,862,2421201,1,3300,2424201,1,6666,2427201,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,(卸除)一般_武器_47,1047,1004,502,903,1,1035,1011901,1,2000,1041901,1,4000,1141901,1,6000,1051901,1,8000,1091901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,(卸除)一般_盾牌_47,1047,1171,502,903,1,1207,1026904,1,9900,1026901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,(卸除)一般_靴子_47,1047,1184,502,903,1,1220,2451214,1,3300,2454214,1,6600,2457214,1,9900,2451211,1,9933,2454211,1,9966,2457211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,(卸除)一般_手套_47,1047,1196,502,903,1,1232,2431214,1,3300,2434214,1,6600,2437214,1,9900,2431211,1,9933,2434211,1,9966,2437211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,(卸除)一般_裤子_47,1047,1209,502,903,1,1245,2441214,1,3300,2444214,1,6600,2447214,1,9900,2441211,1,9933,2444211,1,9966,2447211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,(卸除)一般_头盔_47,1047,1221,502,903,1,1257,2411214,1,3300,2414214,1,6600,2417214,1,9900,2411211,1,9933,2414211,1,9966,2417211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,(卸除)一般_铠甲_47,1047,1233,502,903,1,1270,2421214,1,3300,2424214,1,6600,2427214,1,9900,2421211,1,9933,2424211,1,9966,2427211,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,(卸除)一般_武器_47,1047,1246,502,903,1,1282,1011914,1,1000,1041914,1,2000,1141914,1,3000,1051914,1,4000,1011911,1,5000,1041911,1,6000,1141911,1,7000,1051911,1,8000,1091911,1,9000,1091914,1,10000,,,,,,,,,,,,,,,
2734,(卸除)一般_盾牌_47,1047,1258,502,903,1,1295,1026914,1,9900,1026911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,(卸除)一般_靴子_47,1047,1261,502,903,1,1297,2451224,1,3300,2454224,1,6600,2457224,1,9900,2451221,1,9933,2454221,1,9966,2457221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,(卸除)一般_手套_47,1047,1264,502,903,1,1300,2431224,1,3300,2434224,1,6600,2437224,1,9900,2431221,1,9933,2434221,1,9966,2437221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,(卸除)一般_裤子_47,1047,1267,502,903,1,1302,2441224,1,3300,2444224,1,6600,2447224,1,9900,2441221,1,9933,2444221,1,9966,2447221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2738,(卸除)一般_头盔_47,1047,1271,502,903,1,1305,2411224,1,3300,2414224,1,6600,2417224,1,9900,2411221,1,9933,2414221,1,9966,2417221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,(卸除)一般_铠甲_47,1047,1274,502,903,1,1307,2421224,1,3300,2424224,1,6600,2427224,1,9900,2421221,1,9933,2424221,1,9966,2427221,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,(卸除)一般_武器_47,1047,1277,502,903,1,1310,1011924,1,1000,1041924,1,2000,1141924,1,3000,1051924,1,4000,1011921,1,5000,1041921,1,6000,1141921,1,7000,1051921,1,8000,1091921,1,9000,1091924,1,10000,,,,,,,,,,,,,,,
2741,(卸除)一般_盾牌_47,1047,1280,502,903,1,1312,1026924,1,9900,1026921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,戒指_48,1047,1405,528,951,1,1197,2080701,1,5000,2080702,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2743,戒指_48,1047,1415,528,951,1,1287,2080711,1,5000,2080712,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,戒指_48,1047,1416,528,951,1,1312,2080721,1,5000,2080722,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,项链_49,1047,1542,556,1000,1,1177,2070701,1,5000,2070702,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2746,项链_49,1047,1551,556,1000,1,1267,2070711,1,5000,2070712,1,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
