TID,SkillGroup,SkillLevel,Comment,EngName,LocalName,LearnType,Type,Kind,Property,BuffPosition,BuffDelete,InputType,Target,MaxArea_01,MaxArea_02,VolumeArea,MinRange,MaxRange,AutoLearnSkillTID,ComboSkillGroup,ReqHP,ReqMP,NumericalClass,KindValue,SuccessRate,AddDamage,AgroValue, AffectType, AffectDuration, AffectCount,CoolTime,GlobalCoolTime,NextSkillTID,AddtionSkillTID,AddtionRate,ReqItemTID,ReqItemTIDCount,CastMoveAbility,CastingAniID,UpCastingAniID,CastingTime,CastingFailRate,CastingDelayTime,CastingDelayRate,Race,LimitWeapon,LimitMainWeapon,LimitWeaponLevel,OpenPoint,LimitCharLevel,LearnSkillPoint,PreConditionTID_01,PreConditionTID_02,SkillArea,NowGrade,MaxGrade,AniID,AniTime,UpAniID,UpAniTime,EnableMoving,EffectiveRange,AutoAttack,ActionEffectname,CameraID,SkillIconID,EngDesc,LocalDesc,AlarmMsg
24473,2447,3,1连击 3技能 ,SKT_Name_001511,昏厥魔弹 (3阶段),1,1,0,1,1,0,2,20,0,0,1,0,20,0,802,0,251,1,761,100,72,0,0,0,0,15000,0,0,24483,6,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,24443,0,2,3,5,9110,2567,0,0,0,0,1,09_110_001,0,2025,SKT_Desc_001511,<TC '240:163:63' Text'给对方761魔法损失.并以6%的'/>/n<TC '240:163:63' Text'概率绑住对方的脚.'/>/n<TC '240:163:63' Text'追加给予72的伤害持续5秒.'/>,
24474,2447,4,1连击 3技能 ,SKT_Name_001512,昏厥魔弹 (4阶段),1,1,0,1,1,0,2,20,0,0,1,0,20,0,802,0,319,1,857,100,73,0,0,0,0,15000,0,0,24484,8,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,24444,0,2,4,5,9110,2567,0,0,0,0,1,09_110_001,0,2025,SKT_Desc_001512,<TC '240:163:63' Text'给对方857魔法损失.并以8%的'/>/n<TC '240:163:63' Text'概率绑住对方的脚.'/>/n<TC '240:163:63' Text'追加给予73的伤害持续5秒.'/>,
24475,2447,5,1连击 3技能 ,SKT_Name_001513,昏厥魔弹 (5阶段),1,1,0,1,1,0,2,20,0,0,1,0,20,0,802,0,391,1,956,100,75,0,0,0,0,15000,0,0,24485,10,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,24445,0,2,5,5,9110,2567,0,0,0,0,1,09_110_001,0,2025,SKT_Desc_001513,<TC '240:163:63' Text'给对方956魔法损失.并以10%的'/>/n<TC '240:163:63' Text'概率绑住对方的脚.'/>/n<TC '240:163:63' Text'追加给予75的伤害持续5秒.'/>,
24481,2448,1,1连击 3技能 ,SKT_Name_001514,昏厥魔弹 (1阶段),1,3,4,0,1,0,2,20,0,0,1,0,20,0,0,0,0,1,0,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,1,5,9110,2567,0,0,0,0,1,09_110_001,0,2025,SKT_Desc_001514,<TC '240:163:63' Text'5秒内不可移动'/>,
24482,2448,2,1连击 3技能 ,SKT_Name_001515,昏厥魔弹 (2阶段),1,3,4,0,1,0,2,20,0,0,1,0,20,0,0,0,0,1,0,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,2,5,9110,2567,0,0,0,0,1,09_110_001,0,2025,SKT_Desc_001515,<TC '240:163:63' Text'5秒内不可移动'/>,
24483,2448,3,1连击 3技能 ,SKT_Name_001516,昏厥魔弹 (3阶段),1,3,4,0,1,0,2,20,0,0,1,0,20,0,0,0,0,1,0,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,3,5,9110,2567,0,0,0,0,1,09_110_001,0,2025,SKT_Desc_001516,<TC '240:163:63' Text'5秒内不可移动'/>,
24484,2448,4,1连击 3技能 ,SKT_Name_001517,昏厥魔弹 (4阶段),1,3,4,0,1,0,2,20,0,0,1,0,20,0,0,0,0,1,0,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,4,5,9110,2567,0,0,0,0,1,09_110_001,0,2025,SKT_Desc_001517,<TC '240:163:63' Text'5秒内不可移动'/>,
24485,2448,5,1连击 3技能 ,SKT_Name_001518,昏厥魔弹 (5阶段),1,3,4,0,1,0,2,20,0,0,1,0,20,0,0,0,0,1,0,100,0,0,1,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,5,5,9110,2567,0,0,0,0,1,09_110_001,0,2025,SKT_Desc_001518,<TC '240:163:63' Text'5秒内不可移动'/>,
24491,2449,1, ,SKT_Name_001519,破裂射击 (1阶段),1,3,0,12,1,0,2,20,0,0,1,0,20,0,0,0,130,1,72,100,73,0,2,2000,10,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,30,0,1,0,0,2,1,5,9040,1333,9041,1333,1,0,1,09_040_002,0,2016,SKT_Desc_001519,<TC '240:163:63' Text'每2秒72伤害持续攻击对方20秒'/>/n<TC '240:163:63' Text'遭受.'/>/n<TC '240:163:63' Text'给对方追加73伤害.'/>,
24492,2449,2, ,SKT_Name_001520,破裂射击 (2阶段),1,3,0,12,1,0,2,20,0,0,1,0,20,0,0,0,198,1,91,100,75,0,2,2000,10,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,30,0,1,0,0,2,2,5,9040,1333,9041,1333,1,0,1,09_040_002,0,2016,SKT_Desc_001520,<TC '240:163:63' Text'每2秒91伤害持续攻击对方20秒'/>/n<TC '240:163:63' Text'遭受.'/>/n<TC '240:163:63' Text'给对方追加75伤害.'/>,
24493,2449,3, ,SKT_Name_001521,破裂射击 (3阶段),1,3,0,12,1,0,2,20,0,0,1,0,20,0,0,0,268,1,105,100,76,0,2,2000,10,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,30,0,1,0,0,2,3,5,9040,1333,9041,1333,1,0,1,09_040_002,0,2016,SKT_Desc_001521,<TC '240:163:63' Text'每2秒105伤害持续攻击对方20秒'/>/n<TC '240:163:63' Text'遭受.'/>/n<TC '240:163:63' Text'给对追加76伤害.'/>,
24494,2449,4, ,SKT_Name_001522,破裂射击 (4阶段),1,3,0,12,1,0,2,20,0,0,1,0,20,0,0,0,340,1,125,100,78,0,2,2000,10,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,30,0,1,0,0,2,4,5,9040,1333,9041,1333,1,0,1,09_040_002,0,2016,SKT_Desc_001522,<TC '240:163:63' Text'每2秒125伤害持续攻击对方20秒'/>/n<TC '240:163:63' Text'遭受.'/>/n<TC '240:163:63' Text'给对方追加78伤害.'/>,
24495,2449,5, ,SKT_Name_001523,破裂射击 (5阶段),1,3,0,12,1,0,2,20,0,0,1,0,20,0,0,0,416,1,146,100,79,0,2,2000,10,47000,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,30,0,1,0,0,2,5,5,9040,1333,9041,1333,1,0,1,09_040_002,0,2016,SKT_Desc_001523,<TC '240:163:63' Text'每2秒146伤害持续攻击对方20秒'/>/n<TC '240:163:63' Text'遭受.'/>/n<TC '240:163:63' Text'给对方追加79损害.'/>,
24501,2450,1, ,SKT_Name_001524,穿透破裂射击 (1阶段),1,1,0,1,1,0,1,20,5,7,5,0,0,0,0,0,108,1,519,100,61,0,0,0,0,39000,0,0,24511,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,50,0,1,0,0,2,1,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001524,<TC '240:163:63' Text'给直线范围7m内5名敌人519魔法损失.'/>/n<TC '240:163:63' Text'持续10秒追加295枪损害.'/>,
24502,2450,2, ,SKT_Name_001525,穿透破裂射击 (2阶段),1,1,0,1,1,0,1,20,5,7,5,0,0,0,0,0,164,1,594,100,62,0,0,0,0,39000,0,0,24512,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,50,0,1,0,0,2,2,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001525,<TC '240:163:63' Text'给直线范围7m内5名敌人594魔法损失.'/>/n<TC '240:163:63' Text'持续10秒追加365枪损害.'/>,
24503,2450,3, ,SKT_Name_001526,穿透破裂射击 (3阶段),1,1,0,1,1,0,1,20,5,7,5,0,0,0,0,0,223,1,680,100,64,0,0,0,0,39000,0,0,24513,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,50,0,1,0,0,2,3,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001526,<TC '240:163:63' Text'给直线范围7m内5名敌人680魔法损失.'/>/n<TC '240:163:63' Text'持续10秒追加425枪损害.'/>,
24504,2450,4, ,SKT_Name_001527,穿透破裂射击 (4阶段),1,1,0,1,1,0,1,20,5,7,5,0,0,0,0,0,284,1,792,100,65,0,0,0,0,39000,0,0,24514,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,50,0,1,0,0,2,4,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001527,<TC '240:163:63' Text'给直线范围7m内5名敌人792魔法损失.'/>/n<TC '240:163:63' Text'持续10秒追加505枪损害.'/>,
24505,2450,5, ,SKT_Name_001528,穿透破裂射击 (5阶段),1,1,0,1,1,0,1,20,5,7,5,0,0,0,0,0,349,1,884,100,67,0,0,0,0,39000,0,0,24515,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,50,0,1,0,0,2,5,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001528,<TC '240:163:63' Text'给直线范围7m内5名敌人884魔法损失.'/>/n<TC '240:163:63' Text'持续10秒追加595枪损害.'/>,
24511,2451,1, ,SKT_Name_001529,穿透破裂射击 (1阶段),1,3,0,12,1,0,1,20,5,7,5,0,0,0,0,0,0,1,59,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,50,0,1,0,0,2,1,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001529,<TC '240:163:63' Text'持续10秒追加295枪损害'/>,
24512,2451,2, ,SKT_Name_001530,穿透破裂射击 (2阶段),1,3,0,12,1,0,1,20,5,7,5,0,0,0,0,0,0,1,73,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,50,0,1,0,0,2,2,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001530,<TC '240:163:63' Text'持续10秒追加365枪损害'/>,
24513,2451,3, ,SKT_Name_001531,穿透破裂射击 (3阶段),1,3,0,12,1,0,1,20,5,7,5,0,0,0,0,0,0,1,85,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,50,0,1,0,0,2,3,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001531,<TC '240:163:63' Text'持续10秒追加425枪损害'/>,
24514,2451,4, ,SKT_Name_001532,穿透破裂射击 (4阶段),1,3,0,12,1,0,1,20,5,7,5,0,0,0,0,0,0,1,101,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,50,0,1,0,0,2,4,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001532,<TC '240:163:63' Text'持续10秒追加505枪损害'/>,
24515,2451,5, ,SKT_Name_001533,穿透破裂射击 (5阶段),1,3,0,12,1,0,1,20,5,7,5,0,0,0,0,0,0,1,119,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,50,0,1,0,0,2,5,5,9046,2233,0,0,0,0,1,09_046_002,0,2021,SKT_Desc_001533,<TC '240:163:63' Text'持续10秒追加595枪损害'/>,
24521,2452,1, ,SKT_Name_001534,螺旋弹幕 (1阶段),1,1,0,1,1,0,1,20,6,0,5,0,0,0,0,0,128,1,605,100,0,0,0,0,0,46000,0,0,24531,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,70,0,1,0,0,2,1,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,SKT_Desc_001534,<TC '240:163:63' Text'立即给6m半径以内的5名敌人605魔法损失'/>/n<TC '240:163:63' Text'给.'/>/n<TC '240:163:63' Text'每2秒追加伤害71持续10秒.'/>,
24522,2452,2, ,SKT_Name_001535,螺旋弹幕 (2阶段),1,1,0,1,1,0,1,20,6,0,5,0,0,0,0,0,193,1,688,100,0,0,0,0,0,46000,0,0,24532,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,70,0,1,0,0,2,2,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,SKT_Desc_001535,<TC '240:163:63' Text'立即给6m半径以内的5名敌人688魔法损失'/>/n<TC '240:163:63' Text'给.'/>/n<TC '240:163:63' Text'每2秒追加伤害88持续10秒.'/>,
24523,2452,3, ,SKT_Name_001536,螺旋弹幕 (3阶段),1,1,0,1,1,0,1,20,6,0,5,0,0,0,0,0,262,1,785,100,0,0,0,0,0,46000,0,0,24533,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,70,0,1,0,0,2,3,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,SKT_Desc_001536,<TC '240:163:63' Text'立即给6m半径以内的5名敌人785魔法损失'/>/n<TC '240:163:63' Text'给.'/>/n<TC '240:163:63' Text'每2秒追加伤害103持续10秒.'/>,
24524,2452,4, ,SKT_Name_001537,螺旋弹幕 (4阶段),1,1,0,1,1,0,1,20,6,0,5,0,0,0,0,0,333,1,883,100,0,0,0,0,0,46000,0,0,24534,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,70,0,1,0,0,2,4,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,SKT_Desc_001537,<TC '240:163:63' Text'立即给6m半径以内的5名敌人883魔法损失'/>/n<TC '240:163:63' Text'给.'/>/n<TC '240:163:63' Text'每2秒追加伤害122持续10秒.'/>,
24525,2452,5, ,SKT_Name_001538,螺旋弹幕 (5阶段),1,1,0,1,1,0,1,20,6,0,5,0,0,0,0,0,408,1,985,100,0,0,0,0,0,46000,0,0,24535,100,0,0,0,9192,0,2000,0,0,0,3,9,0,0,70,0,1,0,0,2,5,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,SKT_Desc_001538,<TC '240:163:63' Text'立即给6m半径以内的5名敌人985魔法损失'/>/n<TC '240:163:63' Text'给.'/>/n<TC '240:163:63' Text'每2秒追加伤害142持续10秒.'/>,
24531,2453,1,,,螺旋弹幕 (1阶段),1,3,0,12,1,0,1,20,6,0,5,0,0,0,0,0,0,1,71,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,1,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,,<TC '240:163:63' Text'每2秒追加损害71'/>,
24532,2453,2,,,螺旋弹幕 (2阶段),1,3,0,12,1,0,1,20,6,0,5,0,0,0,0,0,0,1,88,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,2,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,,<TC '240:163:63' Text'每2秒追加损害88'/>,
24533,2453,3,,,螺旋弹幕 (3阶段),1,3,0,12,1,0,1,20,6,0,5,0,0,0,0,0,0,1,103,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,3,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,,<TC '240:163:63' Text'每2秒追加损害103'/>,
24534,2453,4,,,螺旋弹幕 (4阶段),1,3,0,12,1,0,1,20,6,0,5,0,0,0,0,0,0,1,122,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,4,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,,<TC '240:163:63' Text'每2秒追加损害122'/>,
24535,2453,5,,,螺旋弹幕 (5阶段),1,3,0,12,1,0,1,20,6,0,5,0,0,0,0,0,0,1,142,100,0,0,2,2000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,70,0,1,0,0,2,5,5,9124,2233,9125,2233,0,0,1,09_124_002,0,2026,,<TC '240:163:63' Text'每2秒追加损害142'/>,
24541,2454,1, ,SKT_Name_001539,魔弹台风 (1阶段),1,1,0,1,1,0,3,20,6,0,5,0,20,0,0,0,153,1,720,100,85,0,0,0,0,55000,0,0,24551,100,0,0,0,9192,0,2400,0,0,0,3,9,0,0,90,0,1,0,0,2,1,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,SKT_Desc_001539,<TC '240:163:63' Text'给6m半径以内的5名敌人720魔法损失.'/>/n<TC '240:163:63' Text'给对方追加损害85.'/>/n<TC '240:163:63' Text'追加伤害减少10%持续15秒'/>,
24542,2454,2, ,SKT_Name_001540,魔弹台风 (2阶段),1,1,0,1,1,0,3,20,6,0,5,0,20,0,0,0,231,1,816,100,87,0,0,0,0,55000,0,0,24552,100,0,0,0,9192,0,2400,0,0,0,3,9,0,0,90,0,1,0,0,2,2,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,SKT_Desc_001540,<TC '240:163:63' Text'给6m半径以内的5名敌人816魔法损失.'/>/n<TC '240:163:63' Text'给对方追加损害87.'/>/n<TC '240:163:63' Text'追加伤害减少20%持续15秒'/>,
24543,2454,3, ,SKT_Name_001541,魔弹台风 (3阶段),1,1,0,1,1,0,3,20,6,0,5,0,20,0,0,0,312,1,925,100,88,0,0,0,0,55000,0,0,24553,100,0,0,0,9192,0,2400,0,0,0,3,9,0,0,90,0,1,0,0,2,3,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,SKT_Desc_001541,<TC '240:163:63' Text'给6m半径以内的5名敌人925魔法损失.'/>/n<TC '240:163:63' Text'给对方追加损害88.'/>/n<TC '240:163:63' Text'追加伤害减少30%持续15秒'/>,
24544,2454,4, ,SKT_Name_001542,魔弹台风 (4阶段),1,1,0,1,1,0,3,20,6,0,5,0,20,0,0,0,396,1,1038,100,90,0,0,0,0,55000,0,0,24554,100,0,0,0,9192,0,2400,0,0,0,3,9,0,0,90,0,1,0,0,2,4,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,SKT_Desc_001542,<TC '240:163:63' Text'给6m半径以内的5名敌人1038魔法损失.'/>/n<TC '240:163:63' Text'给对方追加损害90.'/>/n<TC '240:163:63' Text'追加伤害减少40%持续15秒'/>,
24545,2454,5, ,SKT_Name_001543,魔弹台风 (5阶段),1,1,0,1,1,0,3,20,6,0,5,0,20,0,0,0,483,1,1153,100,92,0,0,0,0,55000,0,0,24555,100,0,0,0,9192,0,2400,0,0,0,3,9,0,0,90,0,1,0,0,2,5,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,SKT_Desc_001543,<TC '240:163:63' Text'给6m半径以内的5名敌人1153魔法损失.'/>/n<TC '240:163:63' Text'给对方追加损害92.'/>/n<TC '240:163:63' Text'追加伤害减少50%持续15秒'/>,
24551,2455,1,,,魔弹台风 (1阶段),1,3,0,7,1,0,3,20,6,0,5,0,20,0,0,0,0,0,10,100,0,0,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,90,0,1,0,0,2,1,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,,<TC '240:163:63' Text'15秒内伤害减少度减少10%'/>,
24552,2455,2,,,魔弹台风 (2阶段),1,3,0,7,1,0,3,20,6,0,5,0,20,0,0,0,0,0,20,100,0,0,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,90,0,1,0,0,2,2,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,,<TC '240:163:63' Text'15秒内伤害减少度减少20%'/>,
24553,2455,3,,,魔弹台风 (3阶段),1,3,0,7,1,0,3,20,6,0,5,0,20,0,0,0,0,0,30,100,0,0,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,90,0,1,0,0,2,3,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,,<TC '240:163:63' Text'15秒内伤害减少度减少30%'/>,
24554,2455,4,,,魔弹台风 (4阶段),1,3,0,7,1,0,3,20,6,0,5,0,20,0,0,0,0,0,40,100,0,0,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,90,0,1,0,0,2,4,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,,<TC '240:163:63' Text'15秒内伤害减少度减少40%'/>,
24555,2455,5,,,魔弹台风 (5阶段),1,3,0,7,1,0,3,20,6,0,5,0,20,0,0,0,0,0,50,100,0,0,1,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,90,0,1,0,0,2,5,5,9042,2733,0,0,0,0,1,09_042_002,0,2033,,<TC '240:163:63' Text'15秒内伤害减少度减少50%'/>,
24561,2456,1, ,SKT_Name_001544,解除异常状态 (1阶段),1,1,10,1,0,0,1,1,0,0,1,0,0,0,0,0,116,0,0,100,0,0,0,0,0,360000,0,0,24571,100,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,1,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001544,"<TC '240:163:63' Text'对自己来说解除气竭，睡眠，恐怖,束缚,'/>/n<TC '240:163:63' Text'3秒期间抵抗状态异常.'/>",
24562,2456,2, ,SKT_Name_001545,解除异常状态 (2阶段),1,1,10,1,0,0,1,1,0,0,1,0,0,0,0,0,177,0,0,100,0,0,0,0,0,300000,0,0,24572,100,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,2,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001545,"<TC '240:163:63' Text'对自己来说解除气竭，睡眠，恐怖,束缚,'/>/n<TC '240:163:63' Text'3秒期间抵抗状态异常.'/>",
24563,2456,3, ,SKT_Name_001546,解除异常状态 (3阶段),1,1,10,1,0,0,1,1,0,0,1,0,0,0,0,0,240,0,0,100,0,0,0,0,0,240000,0,0,24573,100,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,3,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001546,"<TC '240:163:63' Text'对自己来说解除气竭，睡眠，恐怖,束缚,'/>/n<TC '240:163:63' Text'3秒期间抵抗状态异常.'/>",
24564,2456,4, ,SKT_Name_001547,解除异常状态 (4阶段),1,1,10,1,0,0,1,1,0,0,1,0,0,0,0,0,305,0,0,100,0,0,0,0,0,180000,0,0,24574,100,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,4,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001547,"<TC '240:163:63' Text'对自己来说解除气竭，睡眠，恐怖,束缚,'/>/n<TC '240:163:63' Text'3秒期间抵抗状态异常.'/>",
24565,2456,5, ,SKT_Name_001548,解除异常状态 (5阶段),1,1,10,1,0,0,1,1,0,0,1,0,0,0,0,0,374,0,0,100,0,0,0,0,0,120000,0,0,24575,100,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,5,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001548,"<TC '240:163:63' Text'对自己来说解除气竭，睡眠，恐怖,束缚,'/>/n<TC '240:163:63' Text'3秒期间抵抗状态异常.'/>",
24571,2457,1, ,SKT_Name_001549,解除异常状态 (1阶段),1,2,10,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,1,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001549,<TC '240:163:63' Text'3秒以内抵抗气竭，睡眠，恐怖，束缚.'/>,
24572,2457,2, ,SKT_Name_001550,解除异常状态 (2阶段),1,2,10,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,2,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001550,<TC '240:163:63' Text'3秒以内抵抗气竭，睡眠，恐怖，束缚.'/>,
24573,2457,3, ,SKT_Name_001551,解除异常状态 (3阶段),1,2,10,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,3,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001551,<TC '240:163:63' Text'3秒以内抵抗气竭，睡眠，恐怖，束缚.'/>,
24574,2457,4, ,SKT_Name_001552,解除异常状态 (4阶段),1,2,10,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,4,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001552,<TC '240:163:63' Text'3秒以内抵抗气竭，睡眠，恐怖，束缚.'/>,
24575,2457,5, ,SKT_Name_001553,解除异常状态 (5阶段),1,2,10,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,100,0,0,1,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,0,50,0,1,0,0,2,5,5,9120,1600,9121,1600,1,0,1,09_120_002,0,2036,SKT_Desc_001553,<TC '240:163:63' Text'3秒以内抵抗气竭，睡眠，恐怖，束缚.'/>,
27011,2701,1, ,SKT_Name_001554,单手剑基本攻击,1,1,0,0,0,0,2,20,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,700,0,0,0,0,0,0,0,0,0,0,0,0,0,1|3,10,0,0,0,0,0,0,0,2,1,1,10030|10031,1400,10032|10033,1400,1,0,1,10_030_001|10_031_001,0,4501,SKT_Desc_001554,<TC '240:163:63' Text'单手剑基本攻击'/>,
27021,2702,1, ,SKT_Name_001555,单手剑基本暴击攻击,1,1,0,0,0,0,2,20,0,0,1,0,3,0,0,0,0,1,0,100,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1|3,10,0,0,0,0,0,0,0,2,1,1,10028,1867,10029,1867,1,0,1,10_028_001,0,4501,SKT_Desc_001555,<TC '240:163:63' Text'单手剑批评攻击'/>,
27031,2703,1,1连击 1技能,SKT_Name_001556,削减斗志 (1阶段),1,1,0,0,0,0,2,20,0,0,1,0,3,0,901,0,4,1,79,100,0,138,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,1|3,10,0,0,0,0,1,0,0,2,1,5,10100,1067,0,0,0,0,1,10_100_001,0,4502,SKT_Desc_001556,<TC '240:163:63' Text'给攻击对象79伤害.'/>,
27032,2703,2,1连击 1技能,SKT_Name_001557,削减斗志 (2阶段),1,1,0,0,0,0,2,20,0,0,1,0,3,0,901,0,8,1,89,100,0,156,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,1|3,10,0,0,0,0,1,0,0,2,2,5,10100,1067,0,0,0,0,1,10_100_001,0,4502,SKT_Desc_001557,<TC '240:163:63' Text'给攻击对象89伤害.'/>,
27033,2703,3,1连击 1技能,SKT_Name_001558,削减斗志 (3阶段),1,1,0,0,0,0,2,20,0,0,1,0,3,0,901,0,11,1,105,100,0,184,0,0,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,1|3,10,0,0,0,0,1,0,0,2,3,5,10100,1067,0,0,0,0,1,10_100_001,0,4502,SKT_Desc_001558,<TC '240:163:63' Text'给攻击对象105伤害.'/>,
