TID,Comment,Group,GroupRate,BoxItem01,BoxItemStack01,DropRate01,BoxItem02,BoxItemStack02,DropRate02,BoxItem03,BoxItemStack03,DropRate03,BoxItem04,BoxItemStack04,DropRate04,BoxItem05,BoxItemStack05,DropRate05,BoxItem06,BoxItemStack06,DropRate06,BoxItem07,BoxItemStack07,DropRate07,BoxItem08,BoxItemStack08,DropRate08,BoxItem09,BoxItemStack09,DropRate09,BoxItem10,BoxItemStack10,DropRate10
3230,Lv42 特别的箱子(破坏) - 头发,3230,1404,2411031,1,1667,2411032,1,3334,2414031,1,5001,2414032,1,6668,2417031,1,8335,2417032,1,10000,,,,,,,,,,,,
3231,Lv42 特别的箱子(破坏) - 胸部,3230,2808,2421031,1,1667,2421032,1,3334,2424031,1,5001,2424032,1,6668,2427031,1,8335,2427032,1,10000,,,,,,,,,,,,
3232,Lv42 特别的箱子(破坏) - 手,3230,4212,2431031,1,1667,2431032,1,3334,2434031,1,5001,2434032,1,6668,2437031,1,8335,2437032,1,10000,,,,,,,,,,,,
3233,Lv42 特别的箱子(破坏) - 腰,3230,5616,2441031,1,1667,2441032,1,3334,2444031,1,5001,2444032,1,6668,2447031,1,8335,2447032,1,10000,,,,,,,,,,,,
3234,Lv42 特别的箱子(破坏) - 脚,3230,7020,2451031,1,1667,2451032,1,3334,2454031,1,5001,2454032,1,6668,2457031,1,8335,2457032,1,10000,,,,,,,,,,,,
3235,Lv42 特别的箱子(破坏) - 斗篷,3230,7488,2461031,1,5000,2461032,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
3236,Lv42 特别的箱子(破坏) - 武器,3230,10000,1026731,1,1667,1011731,1,3334,1041731,1,5001,1051731,1,6668,1141731,1,8335,1091731,1,10000,,,,,,,,,,,,
3240,Lv45 豪华 箱子(破坏) - 头发,3240,1404,2411111,1,1667,2411112,1,3334,2414111,1,5001,2414112,1,6668,2417111,1,8335,2417112,1,10000,,,,,,,,,,,,
3241,Lv45 豪华 箱子(破坏) - 胸部,3240,2808,2421111,1,1667,2421112,1,3334,2424111,1,5001,2424112,1,6668,2427111,1,8335,2427112,1,10000,,,,,,,,,,,,
3242,Lv45 豪华 箱子(破坏) - 手,3240,4212,2431111,1,1667,2431112,1,3334,2434111,1,5001,2434112,1,6668,2437111,1,8335,2437112,1,10000,,,,,,,,,,,,
3243,Lv45 豪华 箱子(破坏) - 腰,3240,5616,2441111,1,1667,2441112,1,3334,2444111,1,5001,2444112,1,6668,2447111,1,8335,2447112,1,10000,,,,,,,,,,,,
3244,Lv45 豪华 箱子(破坏) - 脚,3240,7020,2451111,1,1667,2451112,1,3334,2454111,1,5001,2454112,1,6668,2457111,1,8335,2457112,1,10000,,,,,,,,,,,,
3245,Lv45 豪华 箱子(破坏) - 斗篷,3240,7488,2461111,1,5000,2461112,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
3246,Lv45 豪华 箱子(破坏) - 武器,3240,10000,1026811,1,1667,1011811,1,3334,1041811,1,5001,1051811,1,6668,1141811,1,8335,1091811,1,10000,,,,,,,,,,,,
3250,Lv45 珍贵的 箱子(破坏) - 头发,3250,1404,2411121,1,1667,2411122,1,3334,2414121,1,5001,2414122,1,6668,2417121,1,8335,2417122,1,10000,,,,,,,,,,,,
3251,Lv45 珍贵的 箱子(破坏) - 胸部,3250,2808,2421121,1,1667,2421122,1,3334,2424121,1,5001,2424122,1,6668,2427121,1,8335,2427122,1,10000,,,,,,,,,,,,
3252,Lv45 珍贵的 箱子(破坏) - 手,3250,4212,2431121,1,1667,2431122,1,3334,2434121,1,5001,2434122,1,6668,2437121,1,8335,2437122,1,10000,,,,,,,,,,,,
3253,Lv45 珍贵的 箱子(破坏) - 腰,3250,5616,2441121,1,1667,2441122,1,3334,2444121,1,5001,2444122,1,6668,2447121,1,8335,2447122,1,10000,,,,,,,,,,,,
3254,Lv45 珍贵的 箱子(破坏) - 脚,3250,7020,2451121,1,1667,2451122,1,3334,2454121,1,5001,2454122,1,6668,2457121,1,8335,2457122,1,10000,,,,,,,,,,,,
3255,Lv45 珍贵的 箱子(破坏) - 斗篷,3250,7488,2461121,1,5000,2461122,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
3256,Lv45 珍贵的 箱子(破坏) - 武器,3250,10000,1026821,1,1667,1011821,1,3334,1041821,1,5001,1051821,1,6668,1141821,1,8335,1091821,1,10000,,,,,,,,,,,,
3260,Lv45 特别的箱子(破坏) - 头发,3260,1404,2411131,1,1667,2411132,1,3334,2414131,1,5001,2414132,1,6668,2417131,1,8335,2417132,1,10000,,,,,,,,,,,,
3261,Lv45 特别的箱子(破坏) - 胸部,3260,2808,2421131,1,1667,2421132,1,3334,2424131,1,5001,2424132,1,6668,2427131,1,8335,2427132,1,10000,,,,,,,,,,,,
3262,Lv45 特别的箱子(破坏) - 手,3260,4212,2431131,1,1667,2431132,1,3334,2434131,1,5001,2434132,1,6668,2437131,1,8335,2437132,1,10000,,,,,,,,,,,,
3263,Lv45 特别的箱子(破坏) - 腰,3260,5616,2441131,1,1667,2441132,1,3334,2444131,1,5001,2444132,1,6668,2447131,1,8335,2447132,1,10000,,,,,,,,,,,,
3264,Lv45 特别的箱子(破坏) - 脚,3260,7020,2451131,1,1667,2451132,1,3334,2454131,1,5001,2454132,1,6668,2457131,1,8335,2457132,1,10000,,,,,,,,,,,,
3265,Lv45 特别的箱子(破坏) - 斗篷,3260,7488,2461131,1,5000,2461132,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
3266,Lv45 特别的箱子(破坏) - 武器,3260,10000,1026831,1,1667,1011831,1,3334,1041831,1,5001,1051831,1,6668,1141831,1,8335,1091831,1,10000,,,,,,,,,,,,
5200,最低级强化石随机箱子,5200,10000,40000,3,166,40000,2,500,40000,1,1000,40100,3,2000,40100,2,4000,40100,1,7000,40200,2,8200,40200,1,10000,,,,,,
5201,下级强化石随机箱子,5201,10000,40001,3,166,40001,2,500,40001,1,1000,40101,3,2000,40101,2,4000,40101,1,7000,40201,2,8200,40201,1,10000,,,,,,
5202,中级强化石随机箱,5202,10000,40002,3,166,40002,2,500,40002,1,1000,40102,3,2000,40102,2,4000,40102,1,7000,40202,2,8200,40202,1,10000,,,,,,
5203,上级强化石随机箱,5203,10000,40003,3,166,40003,2,500,40003,1,1000,40103,3,2000,40103,2,4000,40103,1,7000,40203,2,8200,40203,1,10000,,,,,,
5204,最低级套装随机箱精灵石,5204,10000,51100,1,1666,51150,1,3333,51000,1,5000,51050,1,6666,51200,1,8333,51250,1,10000,,,,,,,,,,,,
5205,最下级防御服随机箱精灵石,5205,10000,52200,1,2000,52000,1,4000,52050,1,6000,52100,1,8000,52150,1,10000,,,,,,,,,,,,,,,
5206,最下级精灵石首饰随机箱,5206,10000,53150,1,1200,53200,1,2400,53250,1,3600,53300,1,4800,53350,1,6000,53050,1,8000,53100,1,10000,,,,,,,,,
5207,下级 武器 精灵石随机 箱子,5207,10000,51101,1,1666,51151,1,3333,51001,1,5000,51051,1,6666,51201,1,8333,51251,1,10000,,,,,,,,,,,,
5208,下级 防御服 精灵石随机 箱子,5208,10000,52201,1,2000,52001,1,4000,52051,1,6000,52101,1,8000,52151,1,10000,,,,,,,,,,,,,,,
5209,下级 首饰 精灵石随机 箱子,5209,10000,53151,1,1200,53201,1,2400,53251,1,3600,53301,1,4800,53351,1,6000,53051,1,8000,53101,1,10000,,,,,,,,,
5210,中级武器 精灵石随机 箱子,5210,10000,51102,1,1666,51152,1,3333,51002,1,5000,51052,1,6666,51202,1,8333,51252,1,10000,,,,,,,,,,,,
5211,中级防御服 精灵石随机 箱子,5211,10000,52202,1,2000,52002,1,4000,52052,1,6000,52102,1,8000,52152,1,10000,,,,,,,,,,,,,,,
5212,中级首饰 精灵石随机 箱子,5212,10000,53152,1,1200,53202,1,2400,53252,1,3600,53302,1,4800,53352,1,6000,53052,1,8000,53102,1,10000,,,,,,,,,
5213,重伤级 武器 精灵石随机 箱子,5213,10000,51103,1,1666,51153,1,3333,51003,1,5000,51053,1,6666,51203,1,8333,51253,1,10000,,,,,,,,,,,,
5214,重伤级 防御服 精灵石随机 箱子,5214,10000,52203,1,2000,52003,1,4000,52053,1,6000,52103,1,8000,52153,1,10000,,,,,,,,,,,,,,,
5215,重伤级 首饰 精灵石随机 箱子,5215,10000,53153,1,1200,53203,1,2400,53253,1,3600,53303,1,4800,53353,1,6000,53053,1,8000,53103,1,10000,,,,,,,,,
5216,高级 强化石 随机 箱子,5216,10000,40004,3,166,40004,2,500,40004,1,1000,40104,3,2000,40104,2,4000,40104,1,7000,40204,2,8200,40204,1,10000,,,,,,
5217,最高级 强化石 随机 箱子,5217,10000,40005,3,166,40005,2,500,40005,1,1000,40105,3,2000,40105,2,4000,40105,1,7000,40205,2,8200,40205,1,10000,,,,,,
5301,古代 精灵石随机 箱子(武器),5301,10000,90026,1,4889,90027,1,9389,90028,1,9889,90029,1,9989,90030,1,9999,90031,1,10000,,,,,,,,,,,,
5302,古代 精灵石随机 箱子(防御服),5302,10000,90032,1,4889,90033,1,9389,90034,1,9889,90035,1,9989,90036,1,9999,90037,1,10000,,,,,,,,,,,,
5303,古代 精灵石随机 箱子(饰品),5303,10000,90038,1,4889,90039,1,9389,90040,1,9889,90041,1,9989,90042,1,9999,90043,1,10000,,,,,,,,,,,,
5400,古代 精灵石随机 箱子,5400,10000,90044,1,2000,90045,1,7000,90046,1,10000,,,,,,,,,,,,,,,,,,,,,
5401,第一化身 随机 箱子(高级),5401,10000,201011,1,1666,201012,1,3333,201013,1,5000,201014,1,6666,201015,1,8333,201016,1,10000,,,,,,,,,,,,
5402,第一 化身 随机 箱子(毁坏),5402,10000,202011,1,1666,202012,1,3333,202013,1,5000,202014,1,6666,202015,1,8333,202016,1,10000,,,,,,,,,,,,
5403,第二 化身 随机 箱子(高级),5403,10000,201041,1,1666,201042,1,3333,201043,1,5000,201044,1,6666,201045,1,8333,201046,1,10000,,,,,,,,,,,,
5404,第二 化身 随机 箱子(毁坏),5404,10000,202041,1,1666,202042,1,3333,202043,1,5000,202044,1,6666,202045,1,8333,202046,1,10000,,,,,,,,,,,,
5500,秘密商人出售 道具 箱子,5500,8900,10012,10,5000,10012,20,5700,10013,20,6400,10016,20,6900,10017,20,7400,10112,20,8100,10113,20,8800,10116,20,9400,10117,20,10000,,,
5501,秘密商人出售 道具 箱子,5500,9150,90062,2,300,510014,1,350,510015,1,380,510043,10,5380,510030,10,9580,510000,1,9780,510004,1,9840,510005,1,9940,510006,1,10000,,,
5502,秘密商人出售 道具 箱子,5500,9400,52003,1,2500,52004,1,3500,52203,1,3550,52204,1,3560,52053,1,6060,52054,1,7060,52103,1,8060,52104,1,8500,52153,1,9500,52154,1,10000
5503,秘密商人出售 道具 箱子,5500,9650,53153,1,3100,53154,1,3197,53253,1,6497,53254,1,6697,51253,1,9797,51254,1,9997,41009,1,9998,41015,1,9999,41003,1,10000,,,
5504,秘密商人出售 道具 箱子,5500,9900,53203,1,1500,53204,1,1600,53353,1,2050,53354,1,2100,53053,1,4600,53054,1,4700,53303,1,7200,53304,1,7300,53103,1,9900,53104,1,10000
5505,秘密商人出售 道具 箱子,5500,9990,51003,1,2000,51004,1,2200,51053,1,4200,51054,1,4500,51103,1,5500,51104,1,5600,51153,1,6600,51154,1,6700,51203,1,9700,51204,1,10000
5506,秘密商人出售 道具 箱子,5500,9996,40002,1,2000,40003,1,3000,40004,1,3300,40102,1,5300,40103,1,6300,40104,1,6700,40202,1,8700,40203,1,9700,40204,1,10000,,,
5507,秘密商人出售 道具 箱子,5500,10000,40302,1,3334,400001,1,6667,9071,1,10000,,,,,,,,,,,,,,,,,,,,,
5510,秘密商人出售 道具 高级 箱子,5510,1840,40103,1,1250,51153,1,2500,52153,1,3750,40203,1,5000,51003,1,6250,53053,1,7500,53303,1,8750,53253,1,10000,,,,,,
5511,秘密商人出售 道具 高级 箱子,5510,3700,51253,1,1236,53103,1,2472,51053,1,3708,52053,1,4945,52154,1,6182,53153,1,7419,10013,30,8763,53054,1,10000,,,,,,
5512,秘密商人出售 道具 高级 箱子,5510,5510,10012,30,1381,40104,1,2431,51103,1,3702,10113,30,5083,52003,1,6354,10112,30,7625,10017,30,8895,10016,30,10000,,,,,,
5513,秘密商人出售 道具 高级 箱子,5510,6885,10117,30,1455,53353,1,2910,53304,1,4365,53104,1,5820,10116,30,7274,510043,10,8728,51054,1,10000,,,,,,,,,
5514,秘密商人出售 道具 高级 箱子,5510,8260,52004,1,1273,52203,1,2546,52054,1,3819,53203,1,5092,510000,1,6365,40204,1,7455,90062,5,8727,510015,1,10000,,,,,,
5515,秘密商人出售 道具 高级 箱子,5510,9150,51154,1,1966,40003,1,3370,40301,1,4774,510030,10,6178,52103,1,7583,51254,1,8988,510014,1,10000,,,,,,,,,
5516,秘密商人出售 道具 高级 箱子,5510,9765,52204,1,1463,53254,1,2926,510005,1,4389,51104,1,5690,510006,1,6828,53354,1,7967,53154,1,9024,510004,1,10000,,,,,,
5517,秘密商人出售 道具 高级 箱子,5510,10000,51004,1,2128,40004,1,4043,52104,1,5958,53204,1,7873,51203,1,9150,51204,1,9703,40302,1,9915,400001,1,9958,9071,1,10000,,,
6000,Lv.11~20小规模 战场 奖励(礼物 箱子)-胜利,6000,10000,400001,3,10000,9069,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6001,Lv.11~20小规模 战场 奖励(礼物 箱子)-失败,6001,10000,400001,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002,红泪-Lv.11~20小规模 战场 奖励(礼物 箱子)-胜利,6002,10000,400001,3,10000,9069,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6003,红泪-Lv.11~20小规模 战场 奖励(礼物 箱子)-失败,6003,10000,400001,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,Lv.21~30小规模 战场 奖励(礼物 箱子)-胜利,6010,10000,400001,3,10000,9069,2,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
6011,Lv.21~30小规模 战场 奖励(礼物 箱子)-失败,6011,10000,400001,1,10000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
6012,红泪-Lv.21~30小规模 战场 奖励(礼物 箱子)-胜利,6012,10000,400001,3,10000,9069,2,10000,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
6013,红泪-Lv.21~30小规模 战场 奖励(礼物 箱子)-失败,6013,10000,400001,1,10000,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
7000,大规模 战场 奖励(礼物 箱子)-胜利,7000,10000,400001,3,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7001,大规模 战场 奖励(礼物 箱子)-失败,7001,10000,400001,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7002,大规模 战场 奖励(礼物 箱子)-无胜负,7002,10000,400001,2,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,test,80,1000,105000,1,1666,1010300,1,3333,1010301,1,5000,1010311,1,6666,1010321,1,8333,3,1,10000,,,,,,,,,,,,
8001,test1,80,2000,105001,1,1666,2420432,1,3333,2420431,1,5000,2420422,1,6666,2420411,1,8333,13239,1,10000,,,,,,,,,,,,
8002,test2,80,4000,2,1,1666,5,1,3333,6,1,5000,7,1,6666,8,1,8333,9,1,10000,,,,,,,,,,,,
8003,test3,80,7000,12,1,1666,105013,1,3333,2460231,1,5000,105043,1,6666,105063,1,8333,13,1,10000,,,,,,,,,,,,
8004,test4,80,9000,8,1,1666,14349,1,3333,105034,1,5000,105044,1,6666,105064,1,8333,2136531,1,10000,,,,,,,,,,,,
8005,test5,80,10000,2136600,1,1666,14349,1,3333,105034,1,5000,105044,1,6666,105064,1,8333,2,1,10000,,,,,,,,,,,,
10000,"单手剑 40,42级 一般",10000,1000,1111601,1,5000,1111701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10001,"单手剑 40,42级 高级",10000,8000,1111611,1,5000,1111711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10002,"单手剑 40,42级 稀有",10000,9500,1111621,1,5000,1111721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10003,"单手剑 40,42级 特别",10000,10000,1111631,1,5000,1111731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10004,"人类盾牌 40,42级 一般",10004,1000,1021601,1,5000,1021701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10005,"人类盾牌 40,42级 高级",10004,8000,1021611,1,5000,1021711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10006,"人类盾牌 40,42级 稀有",10004,9500,1021621,1,5000,1021721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10007,"人类盾牌 40,42级 特别",10004,10000,1021631,1,5000,1021731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10008,"双手剑 40,42级 一般",10008,1000,1121601,1,5000,1121701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10009,"双手剑 40,42级 高级",10008,8000,1121611,1,5000,1121711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10010,"双手剑 40,42级 稀有",10008,9500,1121621,1,5000,1121721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10011,"双手剑 40,42级 特别",10008,10000,1121631,1,5000,1121731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10012,"弩 40,42级 一般",10012,1000,1131601,1,5000,1131701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10013,"弩 40,42级 高级",10012,8000,1131611,1,5000,1131711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10014,"弩 40,42级 稀有",10012,9500,1131621,1,5000,1131721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10015,"弩 40,42级 特别",10012,10000,1131631,1,5000,1131731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10016,"手杖 40,42级 一般",10016,1000,1031601,1,5000,1031701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10017,"手杖 40,42级 高级",10016,8000,1031611,1,5000,1031711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10018,"手杖 40,42级 稀有",10016,9500,1031621,1,5000,1031721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10019,"手杖 40,42级 特别",10016,10000,1031631,1,5000,1031731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10020,"单手剑 45,47级 一般",10020,1000,1111801,1,5000,1111901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10021,"单手剑 45,47级 高级",10020,8000,1111811,1,5000,1111911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10022,"单手剑 45,47级 稀有",10020,9500,1111821,1,5000,1111921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10023,"单手剑 45,47级 特别",10020,10000,1111831,1,5000,1111931,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10024,"人类盾牌 45,47级 一般",10024,1000,1021801,1,5000,1021901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10025,"人类盾牌 45,47级 高级",10024,8000,1021811,1,5000,1021911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10026,"人类盾牌 45,47级 稀有",10024,9500,1021821,1,5000,1021921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10027,"人类盾牌 45,47级 特别",10024,10000,1021831,1,5000,1021931,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10028,"双手剑 45,47级 一般",10028,1000,1121801,1,5000,1121901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10029,"双手剑 45,47级 高级",10028,8000,1121811,1,5000,1121911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10030,"双手剑 45,47级 稀有",10028,9500,1121821,1,5000,1121921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10031,"双手剑 45,47级 特别",10028,10000,1121831,1,5000,1121931,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10032,"弩 45,47级 一般",10032,1000,1131801,1,5000,1131901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10033,"弩 45,47级 高级",10032,8000,1131811,1,5000,1131911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10034,"弩 45,47级 稀有",10032,9500,1131821,1,5000,1131921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10035,"弩 45,47级 特别",10032,10000,1131831,1,5000,1131931,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10036,"手杖 45,47级 一般",10036,1000,1031801,1,5000,1031901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10037,"手杖 45,47级 高级",10036,8000,1031811,1,5000,1031911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10038,"手杖 45,47级 稀有",10036,9500,1031821,1,5000,1031921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10039,"手杖 45,47级 特别",10036,10000,1031831,1,5000,1031931,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10040,"单手剑 50,52级 一般",10040,1000,1112001,1,5000,1112101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10041,"单手剑 50,52级 高级",10040,8000,1112011,1,5000,1112111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10042,"单手剑 50,52级 稀有",10040,9500,1112021,1,5000,1112121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10043,"单手剑 50,52级 特别",10040,10000,1112031,1,5000,1112131,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10044,"人类盾牌 50,52级 一般",10044,1000,1022001,1,5000,1022101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10045,"人类盾牌 50,52级 高级",10044,8000,1022011,1,5000,1022111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10046,"人类盾牌 50,52级 稀有",10044,9500,1022021,1,5000,1022121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10047,"人类盾牌 50,52级 特别",10044,10000,1022031,1,5000,1022131,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10048,"双手剑 50,52级 一般",10048,1000,1122001,1,5000,1122101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10049,"双手剑 50,52级 高级",10048,8000,1122011,1,5000,1122111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10050,"双手剑 50,52级 稀有",10048,9500,1122021,1,5000,1122121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10051,"双手剑 50,52级 特别",10048,10000,1122031,1,5000,1122131,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10052,"弩 50,52级 一般",10052,1000,1132001,1,5000,1132101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10053,"弩 50,52级 高级",10052,8000,1132011,1,5000,1132111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10054,"弩 50,52级 稀有",10052,9500,1132021,1,5000,1132121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10055,"弩 50,52级 特别",10052,10000,1132031,1,5000,1132131,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10056,"手杖 50,52级 一般",10056,1000,1032001,1,5000,1032101,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10057,"手杖 50,52级 高级",10056,8000,1032011,1,5000,1032111,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10058,"手杖 50,52级 稀有",10056,9500,1032021,1,5000,1032121,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
10059,"手杖 50,52级 特别",10056,10000,1032031,1,5000,1032131,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11000,"长枪 40,42级 一般",11000,1000,1011601,1,5000,1011701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11001,"长枪 40,42级 高级",11000,8000,1011611,1,5000,1011711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11002,"长枪 40,42级 稀有",11000,9500,1011621,1,5000,1011721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11003,"长枪 40,42级 特别",11000,10000,1011631,1,5000,1011731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11004,"橡木盾 40,42级 一般",11004,1000,1026601,1,5000,1026701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11005,"橡木盾 40,42级 高级",11004,8000,1026611,1,5000,1026711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11006,"橡木盾 40,42级 稀有",11004,9500,1026621,1,5000,1026721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11007,"橡木盾 40,42级 特别",11004,10000,1026631,1,5000,1026731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11008,"斧子 40,42级 一般",11008,1000,1041601,1,5000,1041701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11009,"斧子 40,42级 高级",11008,8000,1041611,1,5000,1041711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11010,"斧子 40,42级 稀有",11008,9500,1041621,1,5000,1041721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11011,"斧子 40,42级 特别",11008,10000,1041631,1,5000,1041731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11012,"弓箭 40,42级 一般",11012,1000,1051601,1,5000,1051701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11013,"弓箭 40,42级 高级",11012,8000,1051611,1,5000,1051711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11014,"弓箭 40,42级 稀有",11012,9500,1051621,1,5000,1051721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11015,"弓箭 40,42级 特别",11012,10000,1051631,1,5000,1051731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11016,"魔杖 40,42级 一般",11016,1000,1141601,1,5000,1141701,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11017,"魔杖 40,42级 高级",11016,8000,1141611,1,5000,1141711,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11018,"魔杖 40,42级 稀有",11016,9500,1141621,1,5000,1141721,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11019,"魔杖 40,42级 特别",11016,10000,1141631,1,5000,1141731,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11020,"长枪 45,47级 一般",11020,1000,1011801,1,5000,1011901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11021,"长枪 45,47级 高级",11020,8000,1011811,1,5000,1011911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11022,"长枪 45,47级 稀有",11020,9500,1011821,1,5000,1011921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11023,"长枪 45,47级 特别",11020,10000,1011831,1,5000,1011931,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11024,"橡木盾 45,47级 一般",11024,1000,1026801,1,5000,1026901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11025,"橡木盾 45,47级 高级",11024,8000,1026811,1,5000,1026911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11026,"橡木盾 45,47级 稀有",11024,9500,1026821,1,5000,1026921,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11027,"橡木盾 45,47级 特别",11024,10000,1026831,1,5000,1026931,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11028,"斧子 45,47级 一般",11028,1000,1041801,1,5000,1041901,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
11029,"斧子 45,47级 高级",11028,8000,1041811,1,5000,1041911,1,10000,,,,,,,,,,,,,,,,,,,,,,,,
