TID,Comment,EngName,LocalName,Type,Kind,Property,Level,Grade,Race,Gender,LimitLevel,LimitSTR,LimitCON,LimitWIS,LimitMEN,LimitAgility,LimitMainWeapon,LimitFamePointTID,ReqWeaponLevel,PenaltyRate,Area,PowerRangeMax,RelativeClass,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,SetTID,CoolTime,UseSkillTID,LearnSkillTID,SocketTID,Socket,CashSocket,RecipeTID,EnchantTID,EnchantStepMax,SeedOption,Cash,SpecialTID,SpecialValue,AlchemyValue,AlchemyTID,MixTID,BreakTID,BoxTID,QuestTID,SalePrice,PurchasePrice,SaleFamePoint,PurchaseFamePoint,ReqMedalKind,SaleMedal,PurchaseMedal,ItemRestrict,StackCount,MaxCount,Consume,BindType,UnBindCount,Stoppable,MaxDurability,MinDurability,Crash,DecreationDurability,Repairable,ItemMeshLeft,ItemMeshRight,ItemMeshScale,UseEffect,UseSound,TreeDeps_01,TreeDeps_02,ItemIcon,EngDesc,LocalDesc
2147601,第17轮 艾林河-重甲,ITM_Name_008258,平凡的古代审判官腰带,1,4,0,57,1,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,124,0,0,42,0,0,0,0,0,0,959,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,6,0,0,0,,,,0,4108,0,0,2662,26620,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,1,,,,,,2,4,11114,ITM_Desc_008258,
2147602,第17轮 艾林河-重甲,ITM_Name_008259,平凡的古代屠杀者腰带,1,4,0,57,1,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,83,0,0,42,0,0,0,0,0,0,1278,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,6,0,0,0,,,,0,4108,0,0,2662,26620,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,1,,,,,,2,4,11114,ITM_Desc_008259,
2147611,第17轮 艾林河-重甲,ITM_Name_008260,高级的古代审判官腰带,1,4,0,57,2,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,138,13,0,46,0,0,0,0,0,0,1065,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,10,0,0,0,,,,0,4208,0,0,3630,36300,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,1,1,,,,,,2,4,11114,ITM_Desc_008260,
2147612,第17轮 艾林河-重甲,ITM_Name_008261,高级的古代屠杀者腰带,1,4,0,57,2,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,92,0,0,46,0,0,0,0,0,0,1420,312,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,10,0,0,0,,,,0,4208,0,0,3630,36300,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,1,1,,,,,,2,4,11114,ITM_Desc_008261,
2147621,第17轮 艾林河-重甲,ITM_Name_008262,珍贵的古代审判官腰带,1,4,0,57,3,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,165,15,0,56,0,0,0,0,0,0,1278,374,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4308,0,0,4840,48400,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,11121,ITM_Desc_008262,
2147622,第17轮 艾林河-重甲,ITM_Name_008263,珍贵的古代屠杀者腰带,1,4,0,57,3,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,110,0,0,56,0,0,0,0,0,0,1705,374,0,0,0,0,15,0,0,32,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4308,0,0,4840,48400,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,11121,ITM_Desc_008263,
2147631,第17轮 艾林河-重甲,ITM_Name_008264,特别的古代审判官腰带,1,4,0,57,4,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,0,179,16,0,60,0,0,0,0,0,0,1385,405,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4408,0,0,7260,72600,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,51121,ITM_Desc_008264,
2147632,第17轮 艾林河-重甲,ITM_Name_008265,特别的古代屠杀者腰带,1,4,0,57,4,1|3,0,57,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,0,120,0,0,60,0,0,0,0,0,0,1847,405,0,0,0,0,16,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4408,0,0,7260,72600,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,51121,ITM_Desc_008265,
2147700,第18轮 艾林河-重甲,ITM_Name_008266,破旧的君王腰带,1,4,0,60,0,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22850,3,0,0,0,,,,0,0,0,0,2420,24200,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,1,,,,,,2,4,11107,ITM_Desc_008266,
2147701,第18轮 艾林河-重甲,ITM_Name_008267,平凡的王道腰带,1,4,0,60,1,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,130,0,0,44,0,0,0,0,0,0,1009,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,6,0,0,0,,,,0,4108,0,0,2662,26620,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,1,,,,,,2,4,11114,ITM_Desc_008267,
2147702,第18轮 艾林河-重甲,ITM_Name_008268,平凡的佩刀腰带,1,4,0,60,1,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,87,0,0,44,0,0,0,0,0,0,1346,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,6,0,0,0,,,,0,4108,0,0,2662,26620,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,1,,,,,,2,4,11114,ITM_Desc_008268,
2147711,第18轮 艾林河-重甲,ITM_Name_008269,高级的王道腰带,1,4,0,60,2,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,145,13,0,49,0,0,0,0,0,0,1121,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,10,0,0,0,,,,0,4208,0,0,3630,36300,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,1,1,,,,,,2,4,11114,ITM_Desc_008269,
2147712,第18轮 艾林河-重甲,ITM_Name_008270,高级的佩刀腰带,1,4,0,60,2,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,97,0,0,49,0,0,0,0,0,0,1495,328,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,10,0,0,0,,,,0,4208,0,0,3630,36300,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,1,1,,,,,,2,4,11114,ITM_Desc_008270,
2147721,第18轮 艾林河-重甲,ITM_Name_008271,珍贵的王道腰带,1,4,0,60,3,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,174,16,0,59,0,0,0,0,0,0,1346,394,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4308,0,0,4840,48400,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,11121,ITM_Desc_008271,
2147722,第18轮 艾林河-重甲,ITM_Name_008272,珍贵的佩刀腰带,1,4,0,60,3,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,116,0,0,59,0,0,0,0,0,0,1794,394,0,0,0,0,16,0,0,34,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4308,0,0,4840,48400,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,11121,ITM_Desc_008272,
2147731,第18轮 艾林河-重甲,ITM_Name_008273,特别的王道腰带,1,4,0,60,4,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,0,188,17,0,63,0,0,0,0,0,0,1458,427,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4408,0,0,7260,72600,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,51121,ITM_Desc_008273,
2147732,第18轮 艾林河-重甲,ITM_Name_008274,特别的佩刀腰带,1,4,0,60,4,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,0,126,0,0,63,0,0,0,0,0,0,1944,427,0,0,0,0,17,0,0,37,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4408,0,0,7260,72600,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,51121,ITM_Desc_008274,
2147751,第18轮 艾林河-重甲,ITM_Name_008275,破旧的君王腰带 (制作),1,4,0,60,0,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,987,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22850,3,0,0,0,,,,0,0,0,0,2420,24200,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,1,,,,,,2,4,11107,ITM_Desc_008275,
2147752,第18轮 艾林河-重甲,ITM_Name_008276,平凡的王道腰带(制作),1,4,0,60,1,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,151,0,0,51,0,0,0,0,0,0,1166,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,6,0,0,0,,,,0,4108,0,0,2662,26620,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,1,,,,,,2,4,11114,ITM_Desc_008276,
2147753,第18轮 艾林河-重甲,ITM_Name_008277,平凡的佩刀腰带(制作),1,4,0,60,1,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,101,0,0,51,0,0,0,0,0,0,1555,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,6,0,0,0,,,,0,4108,0,0,2662,26620,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,1,,,,,,2,4,11114,ITM_Desc_008277,
2147754,第18轮 艾林河-重甲,ITM_Name_008278,高级的王道腰带(制作),1,4,0,60,2,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,172,16,0,58,0,0,0,0,0,0,1334,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,10,0,0,0,,,,0,4208,0,0,3630,36300,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,1,1,,,,,,2,4,11114,ITM_Desc_008278,
2147755,第18轮 艾林河-重甲,ITM_Name_008279,高级的佩刀腰带(制作),1,4,0,60,2,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,115,0,0,58,0,0,0,0,0,0,1779,391,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22850,10,0,0,0,,,,0,4208,0,0,3630,36300,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,1,1,,,,,,2,4,11114,ITM_Desc_008279,
2147756,第18轮 艾林河-重甲,ITM_Name_008280,珍贵的王道腰带(制作),1,4,0,60,3,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,187,17,0,63,0,0,0,0,0,0,1447,423,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4308,0,0,4840,48400,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,11121,ITM_Desc_008280,
2147757,第18轮 艾林河-重甲,ITM_Name_008281,珍贵的佩刀腰带(制作),1,4,0,60,3,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,125,0,0,63,0,0,0,0,0,0,1929,423,0,0,0,0,17,0,0,36,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4308,0,0,4840,48400,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,11121,ITM_Desc_008281,
2147758,第18轮 艾林河-重甲,ITM_Name_008282,特别的王道腰带(制作),1,4,0,60,4,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,0,6,0,0,0,203,19,0,68,0,0,0,0,0,0,1570,459,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4408,0,0,7260,72600,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,51121,ITM_Desc_008282,
2147759,第18轮 艾林河-重甲,ITM_Name_008283,特别的佩刀腰带(制作),1,4,0,60,4,1|3,0,60,0,0,0,0,0,,0,0,0,0,0,0,6,0,0,0,0,136,0,0,68,0,0,0,0,0,0,2093,459,0,0,0,0,19,0,0,39,0,0,0,0,0,0,0,0,0,0,0,2,1,0,22850,10,0,0,0,,,,0,4408,0,0,7260,72600,0,0,0,0,0,0,0,0,0,2,7,0,430,0,0,0,1,,,,,,2,4,51121,ITM_Desc_008283,
2150000,第1轮 艾林河-马甲,ITM_Name_008284,破旧的薄护脚,1,5,0,2,0,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23500,3,0,0,0,,,,0,0,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,1,p_h_01_g_m_foot_lod.bif|p_d_01_g_m_foot_lod.bif,p_h_01_g_f_foot_lod.bif|p_d_01_g_f_foot_lod.bif,,,,2,5,11201,ITM_Desc_008284,
2150001,第1轮 艾林河-马甲,ITM_Name_008285,平凡的治愈护脚,1,5,0,2,1,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,6,0,0,0,,,,0,5101,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008285,
2150002,第1轮 艾林河-马甲,ITM_Name_008286,平凡的知识护脚,1,5,0,2,1,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,6,0,0,0,,,,0,5101,0,0,5,50,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008286,
2150011,第1轮 艾林河-马甲,ITM_Name_008287,高级的知识护脚,1,5,0,2,2,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,1,0,8,1,0,0,0,0,0,17,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,10,0,0,0,,,,0,5201,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,1,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008287,
2150012,第1轮 艾林河-马甲,ITM_Name_008288,高级的知识护脚,1,5,0,2,2,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,20,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,10,0,0,0,,,,0,5201,0,0,7,70,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,1,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008288,
2150021,第1轮 艾林河-马甲,ITM_Name_008289,珍贵的知识护脚,1,5,0,2,3,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,1,2,10,1,0,0,0,0,0,20,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,23500,10,0,0,0,,,,0,5301,0,0,9,90,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_i_m_foot_lod.nif|p_d_01_i_m_foot_lod.nif,p_h_01_i_f_foot_lod.nif|p_d_01_i_f_foot_lod.nif,,,,2,5,11203,ITM_Desc_008289,
2150022,第1轮 艾林河-马甲,ITM_Name_008290,珍贵的知识护脚,1,5,0,2,3,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,24,56,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,23500,10,0,0,0,,,,0,5301,0,0,9,90,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_i_m_foot_lod.nif|p_d_01_i_m_foot_lod.nif,p_h_01_i_f_foot_lod.nif|p_d_01_i_f_foot_lod.nif,,,,2,5,11203,ITM_Desc_008290,
2150031,第1轮 艾林河-马甲,ITM_Name_008291,特别的知识护脚,1,5,0,2,4,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,3,1,2,10,1,0,0,0,0,0,22,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,23500,10,0,0,0,,,,0,5401,0,0,14,140,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_i_m_foot_uni.bif|p_d_01_i_m_foot_uni.bif,p_h_01_i_f_foot_uni.bif|p_d_01_i_f_foot_uni.bif,,,,2,5,51203,ITM_Desc_008291,
2150032,第1轮 艾林河-马甲,ITM_Name_008292,特别的知识护脚,1,5,0,2,4,1|3,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,3,0,0,9,0,0,0,0,0,0,26,60,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,23500,10,0,0,0,,,,0,5401,0,0,14,140,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_i_m_foot_uni.bif|p_d_01_i_m_foot_uni.bif,p_h_01_i_f_foot_uni.bif|p_d_01_i_f_foot_uni.bif,,,,2,5,51203,ITM_Desc_008292,
2150100,第2轮 艾林河-马甲,ITM_Name_008293,破旧的重护脚,1,5,0,5,0,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23500,3,0,0,0,,,,0,0,0,0,18,180,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,1,p_h_01_g_m_foot_lod.bif|p_d_01_g_m_foot_lod.bif,p_h_01_g_f_foot_lod.bif|p_d_01_g_f_foot_lod.bif,,,,2,5,11201,ITM_Desc_008293,
2150101,第2轮 艾林河-马甲,ITM_Name_008294,平凡的力量护脚,1,5,0,5,1,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,17,0,0,0,0,0,0,35,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,6,0,0,0,,,,0,5101,0,0,20,200,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008294,
2150102,第2轮 艾林河-马甲,ITM_Name_008295,平凡的精神护脚,1,5,0,5,1,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,42,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,6,0,0,0,,,,0,5101,0,0,20,200,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008295,
2150111,第2轮 艾林河-马甲,ITM_Name_008296,高级的力量护脚,1,5,0,5,2,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5,2,0,19,1,0,0,0,0,0,39,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,10,0,0,0,,,,0,5201,0,0,27,270,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,1,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008296,
2150112,第2轮 艾林河-马甲,ITM_Name_008297,高级的精神护脚,1,5,0,5,2,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,5,0,0,16,0,0,0,0,0,0,47,114,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,10,0,0,0,,,,0,5201,0,0,27,270,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,1,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008297,
2150121,第2轮 艾林河-马甲,ITM_Name_008298,珍贵的力量护脚,1,5,0,5,3,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,2,3,22,2,0,0,0,0,0,46,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,23500,10,0,0,0,,,,0,5301,0,0,36,360,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_i_m_foot_lod.nif|p_d_01_i_m_foot_lod.nif,p_h_01_i_f_foot_lod.nif|p_d_01_i_f_foot_lod.nif,,,,2,5,11203,ITM_Desc_008298,
2150122,第2轮 艾林河-马甲,ITM_Name_008299,珍贵的精神护脚,1,5,0,5,3,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,0,0,0,0,0,0,57,136,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,23500,10,0,0,0,,,,0,5301,0,0,36,360,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_i_m_foot_lod.nif|p_d_01_i_m_foot_lod.nif,p_h_01_i_f_foot_lod.nif|p_d_01_i_f_foot_lod.nif,,,,2,5,11203,ITM_Desc_008299,
2150131,第2轮 艾林河-马甲,ITM_Name_008300,特别的力量护脚,1,5,0,5,4,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,7,2,3,24,2,0,0,0,0,0,50,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,23500,10,0,0,0,,,,0,5401,0,0,54,540,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_i_m_foot_uni.bif|p_d_01_i_m_foot_uni.bif,p_h_01_i_f_foot_uni.bif|p_d_01_i_f_foot_uni.bif,,,,2,5,51203,ITM_Desc_008300,
2150132,第2轮 艾林河-马甲,ITM_Name_008301,特别的精神护脚,1,5,0,5,4,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,7,0,0,21,0,0,0,0,0,0,61,148,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,23500,10,0,0,0,,,,0,5401,0,0,54,540,0,0,0,0,0,0,0,0,0,2,7,0,198,0,0,0,1,p_h_01_i_m_foot_uni.bif|p_d_01_i_m_foot_uni.bif,p_h_01_i_f_foot_uni.bif|p_d_01_i_f_foot_uni.bif,,,,2,5,51203,ITM_Desc_008301,
2150151,第2轮 艾林河-马甲,ITM_Name_008302,破旧的重护脚(制作),1,5,0,5,0,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23500,3,0,0,0,,,,0,0,0,0,18,180,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,1,p_h_01_g_m_foot_lod.bif|p_d_01_g_m_foot_lod.bif,p_h_01_g_f_foot_lod.bif|p_d_01_g_f_foot_lod.bif,,,,2,5,11201,ITM_Desc_008302,
2150152,第2轮 艾林河-马甲,ITM_Name_008303,平凡的力量护脚(制作),1,5,0,5,1,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,0,0,19,0,0,0,0,0,0,40,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,6,0,0,0,,,,0,5101,0,0,20,200,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008303,
2150153,第2轮 艾林河-马甲,ITM_Name_008304,平凡的精神护脚(制作),1,5,0,5,1,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,0,0,0,0,0,0,49,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,6,0,0,0,,,,0,5101,0,0,20,200,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008304,
2150154,第2轮 艾林河-马甲,ITM_Name_008305,高级的力量护脚(制作),1,5,0,5,2,1|3,0,5,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,6,2,0,22,2,0,0,0,0,0,46,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23500,10,0,0,0,,,,0,5201,0,0,27,270,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,1,1,p_h_01_h_m_foot_lod.nif|p_d_01_h_m_foot_lod.nif,p_h_01_h_f_foot_lod.nif|p_d_01_h_f_foot_lod.nif,,,,2,5,11202,ITM_Desc_008305,
