TID,Type,Kind,WeatherUse,WorldTID,GroupNum,D_X,D_Y,D_Z,Radius,AimRebirthPos,DemolRebirthPos,Comment,EngName,EngSubName,LocalName,LocalSubName,BgmName,BgmLoop,Weather0,Weather1,Weather2,Weather3
6575,0,0,0,4431,0,98.64,50.03,137.04,80,,,冰封的狼城(困难):工厂兵器制造厂,ART_Name_000405,ART_Subname_000405,冰封的狼城:,工厂兵器制造厂,,0,,,,
6576,0,0,0,4431,0,287.64,55.65,148.42,70,,,冰封的狼城(困难):宴会厅,ART_Name_000406,ART_Subname_000406,冰封的狼城:,宴会厅,,0,,,,
6577,0,0,0,4431,0,464.42,221.32,167.81,90,,,冰封的狼城(困难):拷问室,ART_Name_000407,ART_Subname_000407,冰封的狼城:,拷问室,,0,,,,
6578,0,0,0,4431,0,397.69,437.94,167.91,90,,,冰封的狼城(困难):近卫队休息室,ART_Name_000408,ART_Subname_000408,冰封的狼城:,近卫队休息室,,0,,,,
6579,0,0,0,4431,0,110.35,299.55,169.87,65,,,冰封的狼城(困难):咒术研究所,ART_Name_000409,ART_Subname_000409,冰封的狼城:,咒术研究所,,0,,,,
6580,0,0,0,4431,0,171.98,443.98,202.62,90,,,冰封的狼城(困难):狼王王座,ART_Name_000410,ART_Subname_000410,冰封的狼城:,狼王王座,,0,,,,
6581,0,0,0,4432,0,98.64,50.03,137.04,80,,,冰封的狼城(极困难):工厂兵器制造厂,ART_Name_000411,ART_Subname_000411,冰封的狼城:,工厂兵器制造厂,,0,,,,
6582,0,0,0,4432,0,287.64,55.65,148.42,70,,,冰封的狼城(极困难):宴会厅,ART_Name_000412,ART_Subname_000412,冰封的狼城:,宴会厅,,0,,,,
6583,0,0,0,4432,0,464.42,221.32,167.81,90,,,冰封的狼城(极困难):拷问室,ART_Name_000413,ART_Subname_000413,冰封的狼城:,拷问室,,0,,,,
6584,0,0,0,4432,0,397.69,437.94,167.91,90,,,冰封的狼城(极困难):近卫队休息室,ART_Name_000414,ART_Subname_000414,冰封的狼城:,近卫队休息室,,0,,,,
6585,0,0,0,4432,0,110.35,299.55,169.87,65,,,冰封的狼城(极困难):咒术研究所,ART_Name_000415,ART_Subname_000415,冰封的狼城:,咒术研究所,,0,,,,
6586,0,0,0,4432,0,171.98,443.98,202.62,90,,,冰封的狼城(极困难):狼王王座,ART_Name_000416,ART_Subname_000416,冰封的狼城:,狼王王座,,0,,,,
6587,0,0,0,4433,0,98.64,50.03,137.04,80,,,冰封的狼城(炼狱):工厂兵器制造厂,ART_Name_000417,ART_Subname_000417,冰封的狼城:,工厂兵器制造厂,,0,,,,
6588,0,0,0,4433,0,287.64,55.65,148.42,70,,,冰封的狼城(炼狱):宴会厅,ART_Name_000418,ART_Subname_000418,冰封的狼城:,宴会厅,,0,,,,
6589,0,0,0,4433,0,464.42,221.32,167.81,90,,,冰封的狼城(炼狱):拷问室,ART_Name_000419,ART_Subname_000419,冰封的狼城:,拷问室,,0,,,,
6590,0,0,0,4433,0,397.69,437.94,167.91,90,,,冰封的狼城(炼狱):近卫队休息室,ART_Name_000420,ART_Subname_000420,冰封的狼城:,近卫队休息室,,0,,,,
6591,0,0,0,4433,0,110.35,299.55,169.87,65,,,冰封的狼城(炼狱):咒术研究所,ART_Name_000421,ART_Subname_000421,冰封的狼城:,咒术研究所,,0,,,,
6592,0,0,0,4433,0,171.98,443.98,202.62,90,,,冰封的狼城(炼狱):狼王王座,ART_Name_000422,ART_Subname_000422,冰封的狼城:,狼王王座,,0,,,,
7001,1,0,1,4800,0,256,256,91.68,256,,,,ART_Name_000423,ART_Subname_000423,Lv.5[组队]扭曲的时间洞窟(遗迹),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7002,1,0,1,4801,0,256,256,91.68,256,,,,ART_Name_000424,ART_Subname_000424,Lv.5[组队]扭曲的时间洞窟(普通),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7003,1,0,1,4802,0,256,256,91.68,256,,,,ART_Name_000425,ART_Subname_000425,Lv.5[组队]扭曲的时间洞窟(困难),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7004,1,0,1,4803,0,256,256,91.68,256,,,,ART_Name_000426,ART_Subname_000426,Lv.5[组队]扭曲的时间洞窟(炼狱),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7005,1,0,1,4810,0,256,256,-0.32,256,,,,ART_Name_000427,ART_Subname_000427,Lv.10[组队]扭曲的时间花园 (遗迹),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7006,1,0,1,4811,0,256,256,-0.32,256,,,,ART_Name_000428,ART_Subname_000428,Lv.10[组队]扭曲的时间花园 (普通),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7007,1,0,1,4812,0,256,256,-0.32,256,,,,ART_Name_000429,ART_Subname_000429,Lv.10[组队]扭曲的时间花园 (困难),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7008,1,0,1,4813,0,256,256,-0.32,256,,,,ART_Name_000430,ART_Subname_000430,Lv.10[组队]扭曲的时间花园 (炼狱),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7009,1,0,1,4820,0,256,256,91.68,256,,,,ART_Name_000431,ART_Subname_000431,Lv.15[组队]扭曲的时间洞窟(遗迹),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7010,1,0,1,4821,0,256,256,91.68,256,,,,ART_Name_000432,ART_Subname_000432,Lv.15[组队]扭曲的时间洞窟(普通),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7011,1,0,1,4822,0,256,256,91.68,256,,,,ART_Name_000433,ART_Subname_000433,Lv.15[组队]扭曲的时间洞窟(困难),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7012,1,0,1,4823,0,256,256,91.68,256,,,,ART_Name_000434,ART_Subname_000434,Lv.15[组队]扭曲的时间洞窟(炼狱),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7013,1,0,1,4830,0,256,256,-0.32,256,,,,ART_Name_000435,ART_Subname_000435,Lv.20[组队]扭曲的时间花园 (遗迹),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7014,1,0,1,4831,0,256,256,-0.32,256,,,,ART_Name_000436,ART_Subname_000436,Lv.20[组队]扭曲的时间花园 (普通),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7015,1,0,1,4832,0,256,256,-0.32,256,,,,ART_Name_000437,ART_Subname_000437,Lv.20[组队]扭曲的时间花园 (困难),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7016,1,0,1,4833,0,256,256,-0.32,256,,,,ART_Name_000438,ART_Subname_000438,Lv.20[组队]扭曲的时间花园 (炼狱),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7017,1,0,1,4840,0,256,256,91.68,256,,,,ART_Name_000439,ART_Subname_000439,Lv.25[组队]扭曲的时间洞窟(遗迹),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7018,1,0,1,4841,0,256,256,91.68,256,,,,ART_Name_000440,ART_Subname_000440,Lv.25[组队]扭曲的时间洞窟(普通),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7019,1,0,1,4842,0,256,256,91.68,256,,,,ART_Name_000441,ART_Subname_000441,Lv.25[组队]扭曲的时间洞窟(困难),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7020,1,0,1,4843,0,256,256,91.68,256,,,,ART_Name_000442,ART_Subname_000442,Lv.25[组队]扭曲的时间洞窟(炼狱),,,1,4013|3034|,4013|3034|,4013|3034|,4013|3034|
7021,1,0,1,4850,0,256,256,-0.32,256,,,,ART_Name_000443,ART_Subname_000443,Lv.30[组队]扭曲的时间花园 (遗迹),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7022,1,0,1,4851,0,256,256,-0.32,256,,,,ART_Name_000444,ART_Subname_000444,Lv.30[组队]扭曲的时间花园 (普通),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7023,1,0,1,4852,0,256,256,-0.32,256,,,,ART_Name_000445,ART_Subname_000445,Lv.30[组队]扭曲的时间花园 (困难),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
7024,1,0,1,4853,0,256,256,-0.32,256,,,,ART_Name_000446,ART_Subname_000446,Lv.30[组队]扭曲的时间花园 (炼狱),,,1,4030|3034|1010|,4031|3010|1010|,4032|3010|,4033|3011|
10001,0,1,0,2000,1,1624.68,4743.62,63.91,7,,,,ART_Name_000447,ART_Subname_000447,圆滚滚的丘陵地：池塘魔鬼训练营（前面的空地）艾丽莎的粉末（艾丽莎的实验）,,,0,,,,
10002,0,1,0,2000,1,1624.68,4743.62,63.91,7,,,,ART_Name_000448,ART_Subname_000448,圆滚滚的丘陵地：池塘魔鬼训练营（前面的空地）-改良的艾丽莎的魔法粉末（一连串的实验）,,,0,,,,
10003,0,1,0,2000,1,1289.81,5511.76,82.69,7,,,,ART_Name_000449,ART_Subname_000449,圆滚滚的丘陵地：布莱斯莱斯盗窃团要塞-光之玉（麦凯乐的能力）,,,0,,,,
10004,0,1,0,2000,1,1176.91,4865.4,67.16,7,,,,ART_Name_000450,ART_Subname_000450,圆滚滚的丘陵地：柱子之村（前面的空地）-真实的水晶（真实之眼）,,,0,,,,
10005,0,1,0,2000,1,1330.91,4392.98,61.13,7,,,,ART_Name_000451,ART_Subname_000451,圆滚滚的丘陵地：绿色军团驻地（旁边的空地）-真实的水晶（严格惩罚）,,,0,,,,
10006,0,1,0,2000,1,1349.17,4184.64,67.44,7,,,,ART_Name_000452,ART_Subname_000452,圆滚滚的丘陵地：被遗忘者的墓地-罗尼亚的圣水（净化墓地）,,,0,,,,
10007,0,1,0,2000,1,1179.54,4240.27,92.54,7,,,,ART_Name_000453,ART_Subname_000453,圆滚滚的丘陵地：古代之门-古代之书（堕落的守门将）,,,0,,,,
10008,0,1,0,2000,1,1179.36,4168.49,105.46,7,,,,ART_Name_000454,ART_Subname_000454,圆滚滚的丘陵地：古代之门-封印的滚动（封印！古代之门）,,,0,,,,
10009,0,1,0,2000,1,1796.88,4694.68,62.02,7,,,,ART_Name_000455,ART_Subname_000455,圆滚滚的丘陵地：尖塔村庄（下柱遗址）-浦世大的正的香囊（新黄用法）,,,0,,,,
10010,0,1,0,2000,1,1954.88,5043.91,137.86,7,,,,ART_Name_000456,ART_Subname_000456,圆滚滚的丘陵地：斯蒂尔普瑞斯临时哨所-木栅栏安装工具（木栅栏设置）,,,0,,,,
10011,0,1,0,2000,1,1624.44,5104.8,69.96,7,,,,ART_Name_000457,ART_Subname_000457,圆滚滚的丘陵地：江边哥布林营地-艾林河信号弹（搜索侦察兵）,,,0,,,,
10012,0,1,0,2000,1,1808.99,5259.5,67.4,7,,,,ART_Name_000458,ART_Subname_000458,圆滚滚的丘陵地：难民营（前）-木栅栏安装工具（无奈的选择）,,,0,,,,
10013,0,1,0,2000,1,1972.99,5537.99,83.74,7,,,,ART_Name_000459,ART_Subname_000459,圆滚滚的丘陵地：刃牙一族占领地-训练兵滚动进攻（强力攻击）,,,0,,,,
10014,0,1,0,2000,1,1408.02,5222.58,51.49,7,,,,ART_Name_000460,ART_Subname_000460,圆滚滚的丘陵地：绿阴丛-有毒的鱼（丛林蜘蛛的美食）,,,0,,,,
10015,0,1,0,2000,1,1186.56,5195.16,49.63,7,,,,ART_Name_000461,ART_Subname_000461,圆滚滚的丘陵地：砂轮王国（前）-丛林蜘蛛的封印石（新同事）,,,0,,,,
10016,0,1,0,2000,1,1325.18,5262.8,57.75,7,,,,ART_Name_000462,ART_Subname_000462,圆滚滚的丘陵地：砂轮王国（前）-试验用 魔法滚动（魔法滚动试验）,,,0,,,,
10017,0,1,0,2000,1,1381.97,5094.84,97.13,7,,,,ART_Name_000463,ART_Subname_000463,圆滚滚的丘陵地：雾之坡-埃尔德兰的药水（埃尔德兰的实验）,,,0,,,,
10018,0,1,0,2000,1,1231.35,4860.08,65.11,7,,,,ART_Name_000464,ART_Subname_000464,圆滚滚的丘陵地：死人坑（附近的空地）-危险的礼物（危险的礼物）,,,0,,,,
10019,0,1,0,2000,1,1290.15,4860.19,50.32,7,,,,ART_Name_000465,ART_Subname_000465,圆滚滚的丘陵地：死人坑-皮安娜的精华石（皮安娜的方法）,,,0,,,,
10020,0,1,0,2000,1,1151.53,4565.67,53.78,7,,,,ART_Name_000466,ART_Subname_000466,圆滚滚的丘陵地：地盐的墓地-士伊拉的精华石（安静的祈祷）,,,0,,,,
10021,0,1,0,2000,1,1303.46,4310.52,66.98,7,,,,ART_Name_000467,ART_Subname_000467,圆滚滚的丘陵地：草绿军团派遣队-木栅栏安装工具（派遣部队防御）,,,0,,,,
10022,0,1,0,2000,1,1180.42,4314.14,86.94,7,,,,ART_Name_000468,ART_Subname_000468,圆滚滚的丘陵地：古代之门（寺院入口）-信息收集用滚动（不足的侦察兵）,,,0,,,,
10023,0,1,0,2000,1,1951.92,5221.59,63.68,7,,,,ART_Name_000469,ART_Subname_000469,圆滚滚的丘陵地：刃牙一族占领地（后面小屋）-光之玉（罗尼亚的委托）,,,0,,,,
10024,0,1,0,2000,1,1785.6,4632.16,62.16,7,,,,ART_Name_000470,ART_Subname_000470,圆滚滚的丘陵地：新手村附近-改良的雷诺阿粉末（？？？）,,,0,,,,
10101,0,1,0,2000,1,2290.83,4846.26,165.3,7,,,,ART_Name_000471,ART_Subname_000471,斯蒂尔普瑞斯/中央广场/艾丽西亚红衣主教面前,,,0,,,,
10102,0,1,0,2000,1,1663.69,4536.27,84.59,7,,,,ART_Name_000472,ART_Subname_000472,红岩平原/内特的采石场/红焰大地,,,0,,,,
10103,0,1,0,2000,1,1860.56,4228.11,107.07,7,,,,ART_Name_000473,ART_Subname_000473,红岩平原/卢安克巢穴/红焰大地,,,0,,,,
10104,0,1,0,2000,1,1958.61,4070.61,128.92,7,,,,ART_Name_000474,ART_Subname_000474,岩石坡红/红蝎子盗贼团藏身处/红焰大地,,,0,,,,
10105,0,1,0,2000,1,1617.48,3878.47,148.34,7,,,,ART_Name_000475,ART_Subname_000475,红岩石的山坡地上/克里特村庄/格林森将军前,,,0,,,,
10106,0,1,0,2500,1,50.85,235.9,175.26,7,,,,ART_Name_000476,ART_Subname_000476,斯蒂尔普瑞斯/西门/守门将普里莫前,,,0,,,,
10107,0,1,0,2500,1,257.04,414.54,209.96,7,,,,ART_Name_000477,ART_Subname_000477,斯蒂尔普瑞斯/最上层/总参谋长爱德华前,,,0,,,,
10108,0,1,0,2000,1,2305.67,5031.93,210.13,7,,,,ART_Name_000478,ART_Subname_000478,斯蒂尔普瑞斯/最上层/总参谋长爱德华前,,,0,,,,
10109,0,1,0,2000,1,1257,3992.31,125.1,7,,,,ART_Name_000479,ART_Subname_000479,红岩荒芜地/红蝎子盗贼团要塞/红焰大地,,,0,,,,
10110,0,1,0,2000,1,1995.97,3250.63,144.88,7,,,,ART_Name_000480,ART_Subname_000480,红岩遗迹/ 圣帝尼遗迹/红色的祭坛,,,0,,,,
10111,0,1,0,2000,1,1938.2,4475.51,86.5,7,,,,ART_Name_000481,ART_Subname_000481,红岩平原/是/卫士前内特的采石场。,,,0,,,,
10112,0,1,0,2000,1,1873.51,4463.65,83.49,7,,,,ART_Name_000482,ART_Subname_000482,红岩平原/雷兰特冶炼厂/冶炼厂门口,,,0,,,,
10113,0,1,0,2000,1,1890.36,4380.56,99.73,7,,,,ART_Name_000483,ART_Subname_000483,红岩平原/雷兰特冶炼厂/冶炼厂门口,,,0,,,,
10114,0,1,0,2000,1,1603.17,4489.43,94.93,7,,,,ART_Name_000484,ART_Subname_000484,红岩平原/内特的采石场/冶炼厂门口,,,0,,,,
10115,0,1,0,2000,1,1597.29,4470.15,94.46,7,,,,ART_Name_000485,ART_Subname_000485,红岩平原/内特的采石场/冶炼厂门口,,,0,,,,
10116,0,1,0,2000,1,1759.74,4183.98,117.06,7,,,,ART_Name_000486,ART_Subname_000486,红岩平原/红岩军团第二侦察队/侦察队入口,,,0,,,,
10117,0,1,0,2000,1,1863.33,4144.43,116.98,7,,,,ART_Name_000487,ART_Subname_000487,红岩平原/红岩军团第二侦察队/侦察队入口,,,0,,,,
10118,0,1,0,2000,1,1830.33,4159.45,117.11,7,,,,ART_Name_000488,ART_Subname_000488,红岩平原/红岩军团第二侦察队/侦察队入口,,,0,,,,
10119,0,1,0,2000,1,1884.85,4116.42,122.93,7,,,,ART_Name_000489,ART_Subname_000489,红岩平原/卢安克巢穴/北边空地,,,0,,,,
10120,0,1,0,2000,1,1918.26,4280.56,104.88,7,,,,ART_Name_000490,ART_Subname_000490,红岩平原/卢安克巢穴/北边空地,,,0,,,,
10121,0,1,0,2000,1,1942.86,3857.14,148.07,7,,,,ART_Name_000491,ART_Subname_000491,红岩山坡/红蝎子盗贼团藏身处/雷姆储藏所,,,0,,,,
10122,0,1,0,2000,1,1772.01,4068.51,136.8,7,,,,ART_Name_000492,ART_Subname_000492,红岩山坡/克里特山丘/空地,,,0,,,,
10123,0,1,0,2000,1,1406.27,3936.37,129.87,7,,,,ART_Name_000493,ART_Subname_000493,红岩荒芜地/内勒克山丘/空地,,,0,,,,
10124,0,1,0,2000,1,1547.99,4008.3,136.77,7,,,,ART_Name_000494,ART_Subname_000494,红岩山坡/克里特村庄/村庄入口,,,0,,,,
10126,0,1,0,2000,1,1155.69,3943.51,133.26,7,,,,ART_Name_000495,ART_Subname_000495,红岩荒芜地/盗贼团要塞/要塞前的空地,,,0,,,,
10127,0,1,0,2000,1,1126.84,3994.21,136.8,7,,,,ART_Name_000496,ART_Subname_000496,红岩荒芜地/盗贼团要塞/给养仓库,,,0,,,,
10128,0,1,0,2000,1,1269.82,4040.32,141.72,7,,,,ART_Name_000497,ART_Subname_000497,红岩荒芜地/盗贼团要塞/头目贝兰面前来,,,0,,,,
10129,0,1,0,2000,1,1101.13,3858.26,132.84,7,,,,ART_Name_000498,ART_Subname_000498,红岩荒芜地/红岩军团临时要塞/要塞前的空地,,,0,,,,
10130,0,1,0,2000,1,1101.09,3858.42,132.84,7,,,,ART_Name_000499,ART_Subname_000499,红岩荒芜地/红岩军团临时要塞/要塞前的空地,,,0,,,,
10131,0,1,0,2000,1,1208.37,3688.3,138.17,7,,,,ART_Name_000500,ART_Subname_000500,红岩荒芜地/加仑废矿/外围空地,,,0,,,,
10132,0,1,0,2000,1,1140.25,3745.02,135.31,7,,,,ART_Name_000501,ART_Subname_000501,红岩荒芜地/加仑废矿/外围空地,,,0,,,,
10133,0,1,0,2000,1,1526.86,3694.17,136.62,7,,,,ART_Name_000502,ART_Subname_000502,红岩荒芜地/凯伦荒芜地/东北空地,,,0,,,,
10134,0,1,0,2000,1,1572.1,3705.24,136.19,7,,,,ART_Name_000503,ART_Subname_000503,红岩荒芜地/红岩军团勘探队/勘探队前面的空地,,,0,,,,
10135,0,1,0,2000,1,1571.89,3705.25,136.17,7,,,,ART_Name_000504,ART_Subname_000504,红岩荒芜地/红岩军团勘探队/勘探队前面的空地,,,0,,,,
10136,0,1,0,2000,1,1841.94,3213.92,158.09,7,,,,ART_Name_000505,ART_Subname_000505,红岩荒芜地/凯伦荒芜地/硫雾山坡,,,0,,,,
10137,0,1,0,2000,1,1585.44,3403.96,150.95,7,,,,ART_Name_000506,ART_Subname_000506,红岩遗迹/布朗汉废墟/尸堆前,,,0,,,,
10138,0,1,0,2000,1,1869.24,3595.6,147.67,7,,,,ART_Name_000507,ART_Subname_000507,红岩遗迹/怪兽之穴/西边空地,,,0,,,,
10140,0,1,0,2000,1,1676,3729.23,137.42,7,,,,ART_Name_000508,ART_Subname_000508,红岩遗迹/前哨战洞穴/洞穴入口,,,0,,,,
10141,0,1,0,2000,1,1850.63,3118.71,156.39,7,,,,ART_Name_000509,ART_Subname_000509,红岩遗迹/前哨战洞穴/司令麦克面前,,,0,,,,
10142,0,1,0,2000,1,1837.94,3337.88,153.14,7,,,,ART_Name_000510,ART_Subname_000510,红岩遗迹/红岩军团要塞/要塞正门,,,0,,,,
10143,0,1,0,2000,1,1278.94,4888.49,55.79,7,,,,ART_Name_000511,ART_Subname_000511,红岩遗迹/使用灵魂的碎片,,,0,,,,
10201,0,1,0,2000,1,2420.84,4383.46,158,7,,,,ART_Name_000512,ART_Subname_000512,被遗忘的大地/恶魔的香气,,,0,,,,
10202,0,1,0,2000,1,2226.44,4462.99,147.01,7,,,,ART_Name_000513,ART_Subname_000513,被遗忘的大地/难以置信的能力,,,0,,,,
10203,0,1,0,2000,1,2364.84,4279.43,138.41,7,,,,ART_Name_000514,ART_Subname_000514,被遗忘的大地/集结的力量,,,0,,,,
10204,0,1,0,2000,1,2174.76,4248.09,127.31,7,,,,ART_Name_000515,ART_Subname_000515,被遗忘的大地/强行侦察,,,0,,,,
10205,0,1,0,2000,1,2518.25,3977.83,77.22,7,,,,ART_Name_000516,ART_Subname_000516,被遗忘的大地/莫斯罗姆的天敌,,,0,,,,
10206,0,1,0,2000,1,2387.37,3970.89,82.96,7,,,,ART_Name_000517,ART_Subname_000517,被遗忘的大地/莫斯罗姆清除,,,0,,,,
10207,0,1,0,2000,1,2419.38,3860.19,67.3,7,,,,ART_Name_000518,ART_Subname_000518,被遗忘的大地/贝罗德和加仑的差异,,,0,,,,
10208,0,1,0,2000,1,2419.38,3860.19,67.3,7,,,,ART_Name_000519,ART_Subname_000519,被遗忘的大地/万用的结果。,,,0,,,,
10209,0,1,0,2000,1,2144.03,3934.93,69.59,7,,,,ART_Name_000520,ART_Subname_000520,被遗忘的大地/瘟疫的净化,,,0,,,,
10210,0,1,0,2000,1,2170.22,3970.99,70.93,7,,,,ART_Name_000521,ART_Subname_000521,被遗忘的大地/绝望的祭坛调查,,,0,,,,
10211,0,1,0,2000,1,2123.17,3724.26,71.36,7,,,,ART_Name_000522,ART_Subname_000522,被遗忘的大地/露西艾拉的预测,,,0,,,,
10212,0,1,0,2000,1,2316.37,3657.21,64.38,7,,,,ART_Name_000523,ART_Subname_000523,被遗忘的大地/被遗忘者的自尊心,,,0,,,,
10213,0,1,0,2000,1,2151,3488.24,41.82,7,,,,ART_Name_000524,ART_Subname_000524,被遗忘的大地/拉帕艾拉的叹息,,,0,,,,
10214,0,1,0,2000,1,2189.6,3194.93,56.34,7,,,,ART_Name_000525,ART_Subname_000525,被遗忘的大地/准确的掌握情况,,,0,,,,
10216,0,1,0,2000,1,2360.84,3341.72,48.98,7,,,,ART_Name_000526,ART_Subname_000526,被遗忘的大地/污染的净化,,,0,,,,
10217,0,1,0,2000,1,2706.46,3725.54,17.01,7,,,,ART_Name_000527,ART_Subname_000527,被遗忘的大地/绞台破坏,,,0,,,,
10218,0,1,0,2000,1,2699.48,3691.21,17.09,7,,,,ART_Name_000528,ART_Subname_000528,被遗忘的大地/最后的机会,,,0,,,,
10219,0,1,0,2000,1,2927.29,3850.94,20.78,7,,,,ART_Name_000529,ART_Subname_000529,被遗忘的大地/不祥的预感,,,0,,,,
10220,0,1,0,2000,1,2927.29,3850.94,20.78,7,,,,ART_Name_000530,ART_Subname_000530,被遗忘的大地/格洛丽亚上端的能力,,,0,,,,
10221,0,1,0,2000,1,2795.93,3185.03,58.51,7,,,,ART_Name_000531,ART_Subname_000531,被遗忘的大地/隐遁的旗帜下,,,0,,,,
10222,0,1,0,2000,1,2794.87,3211.66,58.11,7,,,,ART_Name_000532,ART_Subname_000532,被遗忘的大地/小寒的防御设施,,,0,,,,
10223,0,1,0,2000,1,2779.06,3195.32,58.54,7,,,,ART_Name_000533,ART_Subname_000533,被遗忘的大地/能做的一切,,,0,,,,
10224,0,1,0,2000,1,2304.5,4352.4,149.34,7,,,,ART_Name_000534,ART_Subname_000534,被遗忘的大地/被遗忘者的意识,,,0,,,,
10225,0,1,0,2000,1,2207.88,4344.49,138.48,7,,,,ART_Name_000535,ART_Subname_000535,被遗忘的大地/守护者的考试,,,0,,,,
10226,0,1,0,2000,1,2169.27,4263.53,130.71,7,,,,ART_Name_000536,ART_Subname_000536,被遗忘的大地/被遗忘者的意志,,,0,,,,
10229,0,1,0,2000,1,2419.38,3860.19,67.3,7,,,,ART_Name_000537,ART_Subname_000537,被遗忘的大地/古雷姆的主人,,,0,,,,
10230,0,1,0,2000,1,2168.64,3336.03,49.08,7,,,,ART_Name_000538,ART_Subname_000538,被遗忘的大地/掌握事态,,,0,,,,
10231,0,1,0,2000,1,2670.52,3994.75,90.22,7,,,,ART_Name_000539,ART_Subname_000539,被遗忘的大地/精灵的祭坛,,,0,,,,
10232,0,1,0,2000,1,2800.07,3192.26,58.52,7,,,,ART_Name_000540,ART_Subname_000540,被遗忘的大地/调查确认,,,0,,,,
10233,0,1,0,2000,1,2941.01,3243.12,61.3,7,,,,ART_Name_000541,ART_Subname_000541,被遗忘的大地/杀死死者的主人,,,0,,,,
10234,0,1,0,2000,1,2723.84,3491.32,27.49,7,,,,ART_Name_000542,ART_Subname_000542,被遗忘的大地/导致敌人的混乱,,,0,,,,
10235,0,1,0,2000,1,2200.31,3448.78,42.97,7,,,,ART_Name_000543,ART_Subname_000543,被遗忘的大地/确认报告书,,,0,,,,
10301,0,1,0,2000,1,2790.68,4973.73,175.71,7,,,,ART_Name_000544,ART_Subname_000544,愤怒的山脉/梅琳果实诱饵,,,0,,,,
10302,0,1,0,2000,1,2639.03,4145.25,149.48,7,,,,ART_Name_000545,ART_Subname_000545,愤怒的山脉/粗劣的爆破筒,,,0,,,,
10303,0,1,0,2000,1,2785.57,4271.85,163.98,7,,,,ART_Name_000546,ART_Subname_000546,愤怒的山脉/许多汁多鲜美的肉,,,0,,,,
10304,0,1,0,2000,1,2874.45,4201.23,151.64,7,,,,ART_Name_000547,ART_Subname_000547,愤怒的山脉/采矿用爆炸物,,,0,,,,
10305,0,1,0,2000,1,2992.27,4742.28,188.24,7,,,,ART_Name_000548,ART_Subname_000548,愤怒的山脉/救援信号弹,,,0,,,,
10306,0,1,0,2000,1,2930.24,4728.41,188.05,7,,,,ART_Name_000549,ART_Subname_000549,愤怒的山脉/神圣的魔力石,,,0,,,,
10307,0,1,0,2000,1,2877.23,4947,185.66,7,,,,ART_Name_000550,ART_Subname_000550,愤怒的山脉/修理好的地质勘探器,,,0,,,,
10308,0,1,0,2000,1,2870.47,4872.18,188.83,7,,,,ART_Name_000551,ART_Subname_000551,愤怒的山脉/变成药片的魔力石,,,0,,,,
10309,0,1,0,2000,1,3361.7,5049.58,234.73,7,,,,ART_Name_000552,ART_Subname_000552,愤怒的山脉/炽热的火焰结晶,,,0,,,,
10310,0,1,0,2000,1,3178.94,5036.01,217.06,7,,,,ART_Name_000553,ART_Subname_000553,愤怒的山脉/精制的土壤,,,0,,,,
