ID,MediaPath,Bone,MPartsFace,MPartsEyeball,MPartsHair,MPartsHelm,MPartsBody,MPartsHand,MPartsLegs,MPartsFoot,MPartsCape,LHandWeapon,RHandWeapon,ItemMeshScale,StepLOD_01,StepLOD_02,StepLOD_03,StepLOD_04,StepLOD_05,EffectCreate,HitEffectKind,FourFoot
32120,Npc,32120.kfm,n_d_02_a_m_face_lod.nif,,n_d_m_hair_0002_lod.nif,,n_d_02_a_m_body_lod.nif,,n_d_02_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32200,Npc,32200.kfm,n_d_03_a_m_face_lod.nif,,n_d_m_hair_0003_lod.nif,,n_d_03_a_m_body_lod.nif,,n_d_03_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32210,Npc,32210.kfm,n_d_01_a_m_face_lod.nif,,n_d_m_hair_0001_lod.nif,,n_d_01_a_m_body_lod.nif,,n_d_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32500,Npc,32500.kfm,n_d_01_a_f_face_lod.nif,,n_d_f_hair_0001_lod.nif,,n_d_01_a_f_body_lod.nif,,n_d_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32510,Npc,32510.kfm,n_d_02_a_f_face_lod.nif,,n_d_f_hair_0002_lod.nif,,n_d_02_a_f_body_lod.nif,,n_d_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32600,Npc,32600.kfm,n_d_03_a_f_face_lod.nif,,n_d_f_hair_0003_lod.nif,,n_d_03_a_f_body_lod.nif,,n_d_03_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32610,Npc,32610.kfm,n_d_01_a_f_face_lod.nif,,n_d_f_hair_0001_lod.nif,,n_d_01_a_f_body_lod.nif,,n_d_01_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32620,Npc,32620.kfm,n_d_02_a_f_face_lod.nif,,n_d_f_hair_0002_lod.nif,,n_d_02_a_f_body_lod.nif,,n_d_02_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32700,Npc,32700.kfm,n_d_03_a_f_face_lod.nif,,n_d_f_hair_0003_lod.nif,,n_d_03_a_f_body_lod.nif,,n_d_03_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
32710,Npc,32710.kfm,n_d_01_a_f_face_lod.nif,,n_d_f_hair_0001_lod.nif,,n_d_01_a_f_body_lod.nif,,n_d_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33000,Npc,33000.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33001,Npc,33000.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33002,Npc,33000.kfm,n_o_m_face_0003_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33003,Npc,33000.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0002_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33004,Npc,33000.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0002_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33010,Npc,33010.kfm,n_o_m_face_0003_lod.nif,,n_o_m_hair_0002_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33011,Npc,33010.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33012,Npc,33010.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33013,Npc,33010.kfm,n_o_m_face_0003_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33014,Npc,33010.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33100,Npc,33100.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33101,Npc,33100.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33102,Npc,33100.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33103,Npc,33100.kfm,n_o_m_face_0003_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33104,Npc,33100.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33110,Npc,33110.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_03_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33111,Npc,33110.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33112,Npc,33110.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33113,Npc,33110.kfm,n_o_m_face_0003_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33114,Npc,33110.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33120,Npc,33120.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0002_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33121,Npc,33120.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33122,Npc,33120.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33123,Npc,33120.kfm,n_o_m_face_0003_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_01_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33124,Npc,33120.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33200,Npc,33200.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0002_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33201,Npc,33200.kfm,n_o_m_face_0003_lod.nif,,n_o_m_hair_0002_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33202,Npc,33200.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33203,Npc,33200.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33204,Npc,33200.kfm,n_o_m_face_0003_lod.nif,,n_o_m_hair_0003_lod.nif,,n_o_02_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33210,Npc,33210.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_03_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33211,Npc,33210.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_03_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33212,Npc,33210.kfm,n_o_m_face_0003_lod.nif,,n_o_m_hair_0001_lod.nif,,n_o_03_a_m_body_lod.nif,,n_o_03_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33213,Npc,33210.kfm,n_o_m_face_0001_lod.nif,,n_o_m_hair_0002_lod.nif,,n_o_03_a_m_body_lod.nif,,n_o_01_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33214,Npc,33210.kfm,n_o_m_face_0002_lod.nif,,n_o_m_hair_0002_lod.nif,,n_o_03_a_m_body_lod.nif,,n_o_02_a_m_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33220,Npc,33220.kfm,n_o_m_face_0001_gho.bif,,n_o_m_hair_0001_gho.bif,,n_o_01_a_m_body_gho.bif,,n_o_01_a_m_legs_gho.bif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,33220_ghost,0,0
33500,Npc,33500.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_01_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33501,Npc,33500.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_01_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33502,Npc,33500.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_01_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33503,Npc,33500.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_01_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33504,Npc,33500.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33510,Npc,33510.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33511,Npc,33510.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33512,Npc,33510.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33513,Npc,33510.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33514,Npc,33510.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33600,Npc,33600.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33601,Npc,33600.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33602,Npc,33600.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33603,Npc,33600.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33604,Npc,33600.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33610,Npc,33610.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33611,Npc,33610.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33612,Npc,33610.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33613,Npc,33610.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33614,Npc,33610.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,0|n_e_clam_lft_a_lod.nif,0|n_e_hamm_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33620,Npc,33620.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33621,Npc,33620.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33622,Npc,33620.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33623,Npc,33620.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33624,Npc,33620.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,0|n_e_note_lft_a_lod.nif,0|n_e_tpen_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33700,Npc,33700.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_01_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33701,Npc,33700.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_01_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33702,Npc,33700.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_01_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33703,Npc,33700.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_01_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33704,Npc,33700.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33710,Npc,33710.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33711,Npc,33710.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33712,Npc,33710.kfm,n_o_f_face_0002_lod.nif,,n_o_f_hair_0002_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_02_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33713,Npc,33710.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33714,Npc,33710.kfm,n_o_f_face_0001_lod.nif,,n_o_f_hair_0001_lod.nif,,n_o_02_a_f_body_lod.nif,,n_o_01_a_f_legs_lod.nif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,0,0
33720,Npc,33720.kfm,n_o_f_face_0001_gho.bif,,n_o_f_hair_0001_gho.bif,,n_o_01_a_f_body_gho.bif,,n_o_01_a_f_legs_gho.bif,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,33720_ghost,0,0
40000,Npc,40000.kfm,,,,,t_stgr_a_0001_lod.nif,,,,,,,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,40000_GM,0,1
40010,Npc,07003.kfm,,,,,m_gbst_a_lows_none_none_lod.nif,,,,,,7|n_sant_w_oblt_rgt_a_lod.nif,,2000.0f,3000.0f,4000.0f,5000.0f,8000.0f,,,
50000,Model,02000.kfm,p_h_m_face_0100_lod.nif,p_h_m_eyes_0000_lod.nif,p_h_m_hair_0000_lod.nif,p_h_01_g_m_helm_lod.nif,p_h_01_g_m_body_lod.bif,p_h_01_g_m_hand_lod.bif,,p_h_01_g_m_foot_lod.bif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50001,Model,02001.kfm,p_h_m_face_0101_lod.bif,p_h_m_eyes_0001_lod.bif,p_h_m_hair_0001_lod.nif,p_h_01_h_m_helm_lod.nif,p_h_01_h_m_body_lod.nif,p_h_01_h_m_hand_lod.nif,,p_h_01_h_m_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50002,Model,02002.kfm,p_h_m_face_0102_lod.bif,p_h_m_eyes_0002_lod.bif,p_h_m_hair_0002_lod.nif,p_h_02_h_m_helm_lod.nif,p_h_02_h_m_body_lod.nif,p_h_02_h_m_hand_lod.nif,,p_h_02_h_m_foot_lod.nif,,0|p_w_shld_03_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50003,Model,02003.kfm,p_h_m_face_0200_lod.nif,p_h_m_eyes_0003_lod.bif,p_h_m_hair_0003_lod.nif,p_h_02_i_m_helm_lod.nif,p_h_02_i_m_body_lod.nif,p_h_02_i_m_hand_lod.nif,,p_h_02_i_m_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50004,Model,02000.kfm,p_h_m_face_0201_lod.bif,p_h_m_eyes_0004_lod.bif,p_h_m_hair_0004_lod.nif,p_h_03_h_m_helm_lod.nif,p_h_03_h_m_body_lod.nif,p_h_03_h_m_hand_lod.nif,,p_h_03_h_m_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50005,Model,02001.kfm,p_h_m_face_0202_lod.bif,p_h_m_eyes_0005_lod.bif,p_h_m_hair_0005_lod.nif,p_h_03_i_m_helm_lod.nif,p_h_03_i_m_body_lod.nif,p_h_03_i_m_hand_lod.nif,,p_h_03_i_m_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50006,Model,02002.kfm,p_h_m_face_0300_lod.nif,p_h_m_eyes_0000_lod.nif,p_h_m_hair_0006_lod.nif,p_h_04_h_m_helm_lod.nif,p_h_04_h_m_body_lod.nif,p_h_04_h_m_hand_lod.nif,,p_h_04_h_m_foot_lod.nif,,0|p_w_shld_06_lft_lod.nif,10|p_w_oswd_03_rgt_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50007,Model,02003.kfm,p_h_m_face_0301_lod.bif,p_h_m_eyes_0001_lod.bif,p_h_m_hair_0007_lod.nif,p_h_04_i_m_helm_lod.nif,p_h_04_i_m_body_lod.nif,p_h_04_i_m_hand_lod.nif,,p_h_04_i_m_foot_lod.nif,,,2|p_w_tstf_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50008,Model,02000.kfm,p_h_m_face_0302_lod.bif,p_h_m_eyes_0002_lod.bif,p_h_m_hair_0008_lod.nif,p_h_05_h_m_helm_lod.nif,p_h_05_h_m_body_lod.nif,p_h_05_h_m_hand_lod.nif,,p_h_05_h_m_foot_lod.nif,,,11|p_w_tbla_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
50009,Model,02001.kfm,p_h_m_face_0400_lod.nif,p_h_m_eyes_0003_lod.bif,p_h_m_hair_0009_lod.nif,p_h_05_i_m_helm_lod.nif,p_h_05_i_m_body_lod.nif,p_h_05_i_m_hand_lod.nif,,p_h_05_i_m_foot_lod.nif,,,12|p_w_tarb_03_all_lod.nif,,1000.0f,2000.0f,3000.0f,4000.0f,6000.0f,,0,0
