TID,Comment,ReqTotal,STR,CON,WIS,MEN,AGI,HPFixed,HPR,HPRBuff,MPFixed,MPR,MPRBuff,POPMin,POPMax,MOPMin,MOPMax,PD,MD,FD,WD,AD,LD,AP,DP,BP,CP,IGN_AT,PvP_AT,PvP_DF,AS,RS,CS,EngDesc,LocalDesc
5284,破坏-1名誉之颈甲套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,0,28,0,0,0,0,0,100,0,0,,5套装：+131护甲的物理，魔法护甲+131
5285,破坏-1名誉之颈甲套装(Lv.50),6,20,0,0,0,25,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,0,28,0,0,0,0,0,100,0,0,,6件：+20力量，+25敏捷
5286,破坏-2名誉之颈甲套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5287,破坏-2名誉之颈甲套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,,3套装：+45命中度
5288,破坏-2名誉之颈甲套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,23,0,0,0,0,0,0,,4套装：+23致命一击
5289,破坏-2名誉之颈甲套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,45,0,0,23,0,0,0,0,0,0,,5套装：+131护甲的物理，魔法护甲+131
5290,破坏-2名誉之颈甲套装(Lv.50),6,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,131,131,0,0,0,0,45,0,0,23,0,0,0,0,0,0,,6件：+15力量，+30敏捷
5291,破坏-1名誉之中等套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5292,破坏-1名誉之中等套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,,3套装：+26闪避
5293,破坏-1名誉之中等套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,34,0,0,0,0,0,0,0,,4套装：+34减少伤害
5294,破坏-1名誉之中等套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,0,0,0,0,0,26,34,0,0,0,0,0,0,0,,5套装：+158护甲的物理，魔法护甲+105
5295,破坏-1名誉之中等套装(Lv.50),6,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,0,0,0,0,0,26,34,0,0,0,0,0,0,0,,6件：+15力量，+30耐力
5296,破坏-2名誉之中等套装(Lv.50),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5297,破坏-2名誉之中等套装(Lv.50),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,,3套装：+45命中度
5298,破坏-2名誉之中等套装(Lv.50),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,19,0,0,0,0,0,0,,4套装：+19致命一击
5299,破坏-2名誉之中等套装(Lv.50),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,0,0,0,0,45,0,0,19,0,0,0,0,0,0,,5套装：+158护甲的物理，魔法护甲+105
5300,破坏-2名誉之中等套装(Lv.50),6,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,158,105,0,0,0,0,45,0,0,19,0,0,0,0,0,0,,6件：+25力量，+20耐力
5301,破坏-1名誉之洛夫套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5302,破坏-1名誉之洛夫套装(Lv.52),3,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+87魔法值
5303,破坏-1名誉之洛夫套装(Lv.52),4,0,0,0,0,0,0,0,130,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+ 130
5304,破坏-1名誉之洛夫套装(Lv.52),5,0,0,0,0,0,0,0,130,0,87,0,0,0,0,0,109,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+109护甲的物理，魔法护甲+164
5305,破坏-1名誉之洛夫套装(Lv.52),6,0,21,0,26,0,0,0,130,0,87,0,0,0,0,0,109,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+21耐力+26精神
5306,破坏-2名誉之洛夫套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5307,破坏-2名誉之洛夫套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,,3套装：+48命中度
5308,破坏-2名誉之洛夫套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,16,0,0,0,0,0,0,,4套装：+16致命一击
5309,破坏-2名誉之洛夫套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,164,0,0,0,0,48,0,0,16,0,0,0,0,0,0,,5套装：+109护甲的物理，魔法护甲+164
5310,破坏-2名誉之洛夫套装(Lv.52),6,0,0,26,21,0,0,0,0,0,0,0,0,0,0,0,109,164,0,0,0,0,48,0,0,16,0,0,0,0,0,0,,6.套装：+26智力，精神+21
5311,破坏-1名誉之颈甲套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5312,破坏-1名誉之颈甲套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,,3套装：+31闪避
5313,破坏-1名誉之颈甲套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,104,0,0,,4套装：攻击速度+ 10.4％
5314,破坏-1名誉之颈甲套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,0,31,0,0,0,0,0,104,0,0,,5套装：+137护甲的物理，魔法护甲+137
5315,破坏-1名誉之颈甲套装(Lv.52),6,21,0,0,0,26,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,0,31,0,0,0,0,0,104,0,0,,6件：+21力量，+26敏捷
5316,破坏-2名誉之颈甲套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5317,破坏-2名誉之颈甲套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,,3套装：+48命中度
5318,破坏-2名誉之颈甲套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,24,0,0,0,0,0,0,,4套装：+24致命一击
5319,破坏-2名誉之颈甲套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,48,0,0,24,0,0,0,0,0,0,,5套装：+137护甲的物理，魔法护甲+137
5320,破坏-2名誉之颈甲套装(Lv.52),6,16,0,0,0,31,0,0,0,0,0,0,0,0,0,0,137,137,0,0,0,0,48,0,0,24,0,0,0,0,0,0,,6件：+16力量，+31敏捷
5321,破坏-1名誉之中等套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5322,破坏-1名誉之中等套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,,3套装：+29闪避
5323,破坏-1名誉之中等套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,0,0,0,0,0,0,0,,4套装：+35减少伤害
5324,破坏-1名誉之中等套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,109,0,0,0,0,0,29,35,0,0,0,0,0,0,0,,5套装：+164护甲的物理，魔法护甲+109
5325,破坏-1名誉之中等套装(Lv.52),6,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,164,109,0,0,0,0,0,29,35,0,0,0,0,0,0,0,,6件：+16力量，+31耐力
5326,破坏-2名誉之中等套装(Lv.52),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5327,破坏-2名誉之中等套装(Lv.52),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,,3套装：+48命中度
5328,破坏-2名誉之中等套装(Lv.52),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,20,0,0,0,0,0,0,,4套装：+20致命一击
5329,破坏-2名誉之中等套装(Lv.52),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,109,0,0,0,0,48,0,0,20,0,0,0,0,0,0,,5套装：+164护甲的物理，魔法护甲+109
5330,破坏-2名誉之中等套装(Lv.52),6,26,21,0,0,0,0,0,0,0,0,0,0,0,0,0,164,109,0,0,0,0,48,0,0,20,0,0,0,0,0,0,,6件：+26力量，+21耐力
5331,破坏-1名誉之洛夫套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5332,破坏-1名誉之洛夫套装(Lv.55),3,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+92魔法值
5333,破坏-1名誉之洛夫套装(Lv.55),4,0,0,0,0,0,0,0,140,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4组：治疗+140
5334,破坏-1名誉之洛夫套装(Lv.55),5,0,0,0,0,0,0,0,140,0,92,0,0,0,0,0,116,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：+116护甲的物理，魔法护甲+173
5335,破坏-1名誉之洛夫套装(Lv.55),6,0,22,0,28,0,0,0,140,0,92,0,0,0,0,0,116,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6.套装：+22耐力，+28精神
5336,破坏-2名誉之洛夫套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5337,破坏-2名誉之洛夫套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,,3套装：+52命中度
5338,破坏-2名誉之洛夫套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,17,0,0,0,0,0,0,,4套装：+17致命一击
5339,破坏-2名誉之洛夫套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,173,0,0,0,0,52,0,0,17,0,0,0,0,0,0,,5套装：+116护甲的物理，魔法护甲+173
5340,破坏-2名誉之洛夫套装(Lv.55),6,0,0,28,22,0,0,0,0,0,0,0,0,0,0,0,116,173,0,0,0,0,52,0,0,17,0,0,0,0,0,0,,6.套装：+28智力，精神+22
5341,破坏-1名誉之颈甲套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5342,破坏-1名誉之颈甲套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,,3套装：+34闪避
5343,破坏-1名誉之颈甲套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,110,0,0,,4套装：攻击速度+ 11％
5344,破坏-1名誉之颈甲套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,34,0,0,0,0,0,110,0,0,,5套装：+144护甲的物理，魔法护甲+144
5345,破坏-1名誉之颈甲套装(Lv.55),6,22,0,0,0,28,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,0,34,0,0,0,0,0,110,0,0,,6件：+22力量，+28敏捷
5346,破坏-2名誉之颈甲套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5347,破坏-2名誉之颈甲套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,,3套装：+52命中度
5348,破坏-2名誉之颈甲套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,25,0,0,0,0,0,0,,4套装：+25致命一击
5349,破坏-2名誉之颈甲套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,52,0,0,25,0,0,0,0,0,0,,5套装：+144护甲的物理，魔法护甲+144
5350,破坏-2名誉之颈甲套装(Lv.55),6,17,0,0,0,33,0,0,0,0,0,0,0,0,0,0,144,144,0,0,0,0,52,0,0,25,0,0,0,0,0,0,,6件：+17力量，+33敏捷
5351,破坏-1名誉之中等套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5352,破坏-1名誉之中等套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,,3套装：+32闪避
5353,破坏-1名誉之中等套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,37,0,0,0,0,0,0,0,,4套装：+37减少伤害
5354,破坏-1名誉之中等套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,116,0,0,0,0,0,32,37,0,0,0,0,0,0,0,,5套装：+173护甲的物理，魔法护甲+116
5355,破坏-1名誉之中等套装(Lv.55),6,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,173,116,0,0,0,0,0,32,37,0,0,0,0,0,0,0,,6件：+17力量，+33耐力
5356,破坏-2名誉之中等套装(Lv.55),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5357,破坏-2名誉之中等套装(Lv.55),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,,3套装：+52命中度
5358,破坏-2名誉之中等套装(Lv.55),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,21,0,0,0,0,0,0,,4套装：+21致命一击
5359,破坏-2名誉之中等套装(Lv.55),5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,116,0,0,0,0,52,0,0,21,0,0,0,0,0,0,,5套装：+173护甲的物理，魔法护甲+116
5360,破坏-2名誉之中等套装(Lv.55),6,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,173,116,0,0,0,0,52,0,0,21,0,0,0,0,0,0,,6件：+28力量，+22耐力
5361,破坏-平凡的黑暗化身套装(1次),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5362,破坏-平凡的黑暗化身套装(1次),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：无
5363,破坏-平凡的黑暗化身套装(1次),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4套装：无
5364,破坏-平凡的黑暗化身套装(1次),5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：治疗+10
5365,破坏-平凡的黑暗化身套装(1次),6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,0,,6.套装：攻击速度0.5％，移动速度1％
5366,破坏-时髦的黑暗化身套装(1次),2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+20治疗
5367,破坏-时髦的黑暗化身套装(1次),3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,3套装：+20攻击无视防御
5368,破坏-时髦的黑暗化身套装(1次),4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,,4套装：+20致命一击
5369,破坏-时髦的黑暗化身套装(1次),5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,0,0,0,,套装5：PVP攻击0.5％，PVP防御0.5％
5370,破坏-时髦的黑暗化身套装(1次),6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,15,100,0,,6.套装：1.5％攻击速度，2％移动速度
5371,破坏-稀有的黑暗化身套装(1次),2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+30治疗
5372,破坏-稀有的黑暗化身套装(1次),3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,3套装：+40攻击无视防御
5373,破坏-稀有的黑暗化身套装(1次),4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,,4套装：+20致命一击
5374,破坏-稀有的黑暗化身套装(1次),5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1,1,0,0,0,,套装5：PVP攻击1％，PVP防御1％
5375,破坏-稀有的黑暗化身套装(1次),6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1,1,30,150,0,,6.套装：3％的攻击速度，3％的移动速度
5376,破坏-平凡的冰之化身套装(2次),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2套装：无
5377,破坏-平凡的冰之化身套装(2次),3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：无
5378,破坏-平凡的冰之化身套装(2次),4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4套装：无
5379,破坏-平凡的冰之化身套装(2次),5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,5套装：治疗+10
5380,破坏-平凡的冰之化身套装(2次),6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,0,,6.套装：攻击速度0.5％，移动速度1％
5381,破坏-时髦的冰之化身套装(2次),2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+20治疗
5382,破坏-时髦的冰之化身套装(2次),3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,3套装：+20攻击无视防御
5383,破坏-时髦的冰之化身套装(2次),4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,,4套装：+20致命一击
5384,破坏-时髦的冰之化身套装(2次),5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,0,0,0,,套装5：PVP攻击0.5％，PVP防御0.5％
5385,破坏-时髦的冰之化身套装(2次),6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,15,100,0,,6.套装：1.5％攻击速度，2％移动速度
5386,破坏-稀有的冰之化身套装(2次),2,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+30治疗
5387,破坏-稀有的冰之化身套装(2次),3,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,3套装：+40攻击无视防御
5388,破坏-稀有的冰之化身套装(2次),4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,,4套装：+20致命一击
5389,破坏-稀有的冰之化身套装(2次),5,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1,1,0,0,0,,套装5：PVP攻击1％，PVP防御1％
5390,破坏-稀有的冰之化身套装(2次),6,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,40,1,1,30,150,0,,6.套装：3％的攻击速度，3％的移动速度
5391,破坏-时髦的黑暗化身套装(活动),2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2件：+20治疗
5392,破坏-时髦的黑暗化身套装(活动),3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,3套装：+20攻击无视防御
5393,破坏-时髦的黑暗化身套装(活动),4,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,,4套装：+20致命一击
5394,破坏-时髦的黑暗化身套装(活动),5,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,0,0,0,,套装5：PVP攻击0.5％，PVP防御0.5％
5395,破坏-时髦的黑暗化身套装(活动),6,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0.5,0.5,15,100,0,,6.套装：1.5％攻击速度，2％移动速度
10000,1耐力饰品(Lv.10),2,0,0,0,0,0,174,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大174生命，生命再生+7
10001,1耐力饰品(Lv.10),3,0,0,0,0,0,174,7,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+10物理攻击
10006,2耐力饰品(Lv.10),2,0,0,0,0,0,0,0,0,139,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大+139魔法值，魔法值+3
10007,2耐力饰品(Lv.10),3,0,0,0,0,0,0,0,0,139,3,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+10魔法攻击
10010,1勇猛的饰品(Lv.20),2,0,0,0,0,0,349,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大349生命，生命回复+14
10011,1勇猛的饰品(Lv.20),3,0,0,0,0,0,349,14,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+20物理攻击
10016,2勇猛的饰品(Lv.20),2,0,0,0,0,0,0,0,0,279,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大279点法力值，法力值+6
10017,2勇猛的饰品(Lv.20),3,0,0,0,0,0,0,0,0,279,6,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+20魔法攻击
10020,1破裂的饰品(Lv.25),2,0,0,0,0,0,436,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大436生命，生命回复+17
10021,1破裂的饰品(Lv.25),3,0,0,0,0,0,436,17,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+25物理攻击
10026,2破裂的饰品(Lv.25),2,0,0,0,0,0,0,0,0,348,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大348点法力值，法力值+7
10027,2破裂的饰品(Lv.25),3,0,0,0,0,0,0,0,0,348,7,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+25魔法攻击
10030,1黎明的饰品(Lv.30),2,0,0,0,0,0,523,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大523生命，生命回复+21
10031,1黎明的饰品(Lv.30),3,0,0,0,0,0,523,21,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+30物理攻击
10036,2黎明的饰品(Lv.30),2,0,0,0,0,0,0,0,0,418,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大418点法力值，法力值+8。
10037,2黎明的饰品(Lv.30),3,0,0,0,0,0,0,0,0,418,8,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+30魔法攻击
10040,1恶灵的饰品(Lv.35),2,0,0,0,0,0,610,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大610生命，生命回复+24
10041,1恶灵的饰品(Lv.35),3,0,0,0,0,0,610,24,0,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+35物理攻击
10046,2恶灵的饰品(Lv.35),2,0,0,0,0,0,0,0,0,488,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大488点法力值，法力值+10
10047,2恶灵的饰品(Lv.35),3,0,0,0,0,0,0,0,0,488,10,0,0,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+35魔法攻击
10050,1名誉的饰品(Lv.40),2,0,0,0,0,0,697,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大697生命，生命回复+28
10051,1名誉的饰品(Lv.40),3,0,0,0,0,0,697,28,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+ 40物理攻击
10056,2名誉的饰品(Lv.40),2,0,0,0,0,0,0,0,0,557,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,套装2：最大557点法力值，法力值+11
10057,2名誉的饰品(Lv.40),3,0,0,0,0,0,0,0,0,557,11,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3套装：+ 40魔法攻击
