TID,Position,String,EngContents,LocalContents,System_Voice,FontColor,FontSize,Comment
10212,12,MSG_ITEMSOCKET_EQUIP_FAIL_DESTORY,MST_Contents_000833,装备失败，灵石破损.,,"255,255,255",10,根据契约条例装备失败并已破坏时
10213,12,MSG_ITEMSOCKET_SPRITSTONE_NOTUSE_02,MST_Contents_000834,不存在去除的灵石.,,"255,255,255",10,去除未装被装备的灵石时
10214,12,MSG_ITEMSOCKET_REMOVE_SUCCESS,MST_Contents_000835,去除已选择的灵石.,,"255,255,255",10,除去灵石时
10215,9,MSG_ITEMSOCKET_NOTMODIFY,MST_Contents_000836,请选择去除的灵石.,,"255,255,255",10,没有变更时试图时
10216,9,MSG_ITEMSOCKET_NOTENOUGH_ITEM,MST_Contents_000837,无法装备灵石的物品.,,"255,255,255",10,没有能装备的灵石??时
10217,12,MSG_ITEMSOCKET_EQUIP_CANCEL,MST_Contents_000838,取消装备灵石.,,"255,255,255",10,关闭灵石装备UI
10218,12,MSG_ITEMSOCKET_REMOVE_CANCEL,MST_Contents_000839,取消去除灵石.,,"255,255,255",10,关闭灵石去除UI
10219,8,MSG_PCSHOP_NOTNAME,MST_Contents_000840,物品贱卖啦~,,"255,255,255",10,个人商店信息
10220,12,MSG_PCSHOP_NOTITEM,MST_Contents_000841,要卖出的物品必须要注册.,,"255,255,255",10,个人商店信息
10221,12,MSG_PCSHOP_NOTUSEITEM,MST_Contents_000842,在个人商店注册的物品无法使用.,,"255,255,255",10,个人商店信息
10222,12,MSG_PCSHOP_NOCLICK,MST_Contents_000843,请选择要买入的物品.,,"255,255,255",10,个人商店信息
10223,12,MSG_PCSHOP_SALEEND,MST_Contents_000844,对方个人商店终止开设.,,"255,255,255",10,个人商店信息
10224,12,MSG_PCSHOP_NOT_REGISTER,MST_Contents_000845,开设中的物品无法注册.,,"255,255,255",10,个人商店信息
10225,12,MSG_PCSHOP_SKILLNOT,MST_Contents_000846,个人商店开设状态下队伍成员无法替换.,,"255,255,255",10,个人商店信息
10226,12,MSG_PCSHOP_MAXMONEY,MST_Contents_000847,商店卖出获得的金额超过最大持有金额.,,"255,255,255",10,个人商店信息
10227,12,MSG_PCSHOP_MOVE_NOT,MST_Contents_000848,移动中无法开设个人商店.,,"255,255,255",10,个人商店信息
10228,12,MSG_PCSHOP_DUNGEON_NOT,MST_Contents_000849,个人商店开设状态下无法进入.,,"255,255,255",10,个人商店信息
10229,12,MSG_PCSHOP_ALREADYSELLING,MST_Contents_000850,别的角色正在买入物品.,,"255,255,255",10,个人商店错误信息
10230,9,MSG_PCSHOP_AREAERROR,MST_Contents_000851,此地域无法开设个人商店.,,"255,255,255",10,个人商店地域错误信息
10231,12,MSG_ITEM_UNBOXERROR,MST_Contents_000852,打开盒子失败,,"255,255,255",10,物品错误信息
10232,12,MSG_ITEM_ALCHEMYERROR,MST_Contents_000853,试图炼金术失败,,"255,255,255",10,物品错误信息
10233,12,MSG_ITEM_NOGUILD,MST_Contents_000854,公会专用物品.,,"255,255,255",10,物品错误信息
10234,12,MSG_ITEM_NOPARTY,MST_Contents_000855,队伍专用物品.,,"255,255,255",10,物品错误信息
10235,12,MSG_STORE_MINUSMONEY,MST_Contents_000856,存款金额错误.,,"255,255,255",10,仓库错误信息
10236,12,MSG_STORE_LOWMONET,MST_Contents_000857,现金不足.,,"255,255,255",10,仓库错误信息
10237,12,MSG_STORE_MAXSTOREMONEY,MST_Contents_000858,无法存款了.,,"255,255,255",10,仓库错误信息
10238,12,MSG_STORE_MINUSSTOREMONEY,MST_Contents_000859,取款额错误.,,"255,255,255",10,仓库错误信息
10239,12,MSG_STORE_LOWSTOREMONEY,MST_Contents_000860,仓库保管金额不足.,,"255,255,255",10,仓库错误信息
10240,12,MSG_STORE_MAXMONEY,MST_Contents_000861,无法持有更多的现金.,,"255,255,255",10,仓库错误信息
10241,12,MSG_SHOP_NOTEXIST,MST_Contents_000862,找不到商店.,,"255,255,255",10,商店错误信息
10242,12,MSG_SHOP_NOTEXISTITEM,MST_Contents_000863,商店里没有相关物品.,,"255,255,255",10,商店错误信息
10243,12,MSG_SHOP_INVALIDCOUNT,MST_Contents_000864,购买数量错误.,,"255,255,255",10,商店错误信息
10244,12,MSG_SHOP_INVALIDPRICE,MST_Contents_000865,购买价格错误.,,"255,255,255",10,商店错误信息
10245,12,MSG_SHOP_LIMITEDCOUNT,MST_Contents_000866,无法再购买.,,"255,255,255",10,商店错误信息
10246,12,MSG_SHOP_LIMITEDTIME,MST_Contents_000867,不在购买期间.,,"255,255,255",10,商店错误信息
10247,12,MSG_SHOP_LIMITEDHAVE,MST_Contents_000868,超过限制个数无法再买入.,,"255,255,255",10,商店错误信息
10248,12,MSG_SHOP_ITEMCOUNT,MST_Contents_000869,卖出数超过持有数.,,"255,255,255",10,商店错误信息
10249,12,MSG_WEAPON_KINDSTRANGE,MST_Contents_000870,Weapon Kind异常.,,"255,255,255",10,武器错误信息
10250,12,MSG_WEAPON_NOTENOUGH,MST_Contents_000871,武器经验值不足.,,"255,255,255",10,武器错误信息
10251,12,MSG_CUSTOMIZE_CHECK,MST_Contents_000872,Customize Check失败,,"255,255,255",10,定做错误信息
10252,12,MSG_SKILL_ONLYPC,MST_Contents_000873,只有Pc可用的Skill.,,"255,255,255",10,技能错误信息
10253,12,MSG_SKILL_LEARNALREADY,MST_Contents_000874,已经学会的技能.,,"255,255,255",10,技能错误信息
10254,12,MSG_SKILL_LEARNNOTRACE,MST_Contents_000875,不能学习的种族.,,"255,255,255",10,技能错误信息
10255,12,MSG_SKILL_LEARNNOTLV,MST_Contents_000876,等级不足.,,"255,255,255",10,技能错误信息
10256,12,MSG_SKILL_LEARNNOTWLV,MST_Contents_000877,武器熟练度不足.,,"255,255,255",10,技能错误信息
10257,12,MSG_SKILL_LEARNNOTSP,MST_Contents_000878,技能要点不足.,,"255,255,255",10,技能错误信息
10258,12,MSG_SKILL_LEARNNOTPARENTS,MST_Contents_000879,先行技能是必要的.,,"255,255,255",10,技能错误信息
10259,12,MSG_SKILL_LEARNNOTMAINWEAPON,MST_Contents_000880,不是主武器.,,"255,255,255",10,技能错误信息
10260,12,MSG_SKILL_LEARNNOTOPENPOINT,MST_Contents_000881,打开技能的要点不足.,,"255,255,255",10,技能错误信息
10261,12,MSG_SKILL_USENOTLEARN,MST_Contents_000882,为学习的技能.,,"255,255,255",10,技能错误信息
10262,12,MSG_SKILL_USENOTTARGETCNT,MST_Contents_000883,目标个数异常,,"255,255,255",10,技能错误信息
10263,12,MSG_SKILL_USENOTDIE,MST_Contents_000884,目标死亡.,System_PC_HM_09.ogg|System_PC_HW_09.ogg|0|0|0|0|System_PC_OM_09.ogg|System_PC_OW_09.ogg,"255,255,255",10,技能错误信息
10264,12,MSG_SKILL_USENOTHIDE,MST_Contents_000885,目标是隐身状态.,,"255,255,255",10,技能错误信息
10265,12,MSG_SKILL_USENOTWEAPON,MST_Contents_000886,无法使用技能的武器.,,"255,255,255",10,技能错误信息
10266,12,MSG_SKILL_USENOTMAINWEAPON,MST_Contents_000887,无法使用技能的主武器.,,"255,255,255",10,技能错误信息
10267,12,MSG_SKILL_USENOTDISTANCE,MST_Contents_000888,此距离无法使用技能.,,"255,255,255",10,技能错误信息
10268,12,MSG_SKILL_USENOTTARGET,MST_Contents_000889,无法对此目标使用技能.,System_PC_HM_10.ogg|System_PC_HW_10.ogg|0|0|0|0|System_PC_OM_10.ogg|System_PC_OW_10.ogg,"255,255,255",10,技能错误信息
10269,12,MSG_SKILL_MOVENOT,MST_Contents_000890,移动中无法使用.,System_PC_HM_11.ogg|System_PC_HW_11.ogg|0|0|0|0|System_PC_OM_11.ogg|System_PC_OW_11.ogg,"255,255,255",10,技能错误信息
10270,12,MSG_SKILL_USENOTLV,MST_Contents_000891,等级不足.,,"255,255,255",10,技能错误信息
10271,12,MSG_SKILL_USENOTHP,MST_Contents_000892,生命不足.,,"255,255,255",10,技能错误信息
10272,12,MSG_SKILL_USENOTMP,MST_Contents_000893,法力不足.,,"255,255,255",10,技能错误信息
10273,12,MSG_SKILL_USENOTCOOLTIME,MST_Contents_000894,技能等候时间.,,"255,255,255",10,技能错误信息
10274,12,MSG_SKILL_USENOTPASSIVE,MST_Contents_000895,被动技能无法使用.,,"255,255,255",10,技能错误信息
10275,12,MSG_SKILL_USENOTREVIVE,MST_Contents_000896,只能在死亡的状态下使用.,,"255,255,255",10,技能错误信息
10276,12,MSG_SKILL_RECALLNOTACCEPT,MST_Contents_000897,队伍成员拒绝召唤.,,"255,255,255",10,技能错误信息
10277,12,MSG_SKILL_ATTACKNOTME,MST_Contents_000898,自己无法攻击.,,"255,255,255",10,技能错误信息
10278,12,MSG_SKILL_ATTACKNOTSAMERACE,MST_Contents_000899,无法攻击相同种族.,,"255,255,255",10,技能错误信息
10279,12,MSG_SKILL_NOTHIT,MST_Contents_000900,攻击失败.,,"255,255,255",10,技能错误信息
10280,12,MSG_SKILL_USENOTUSED,MST_Contents_000901,使用技能.,,"255,255,255",10,技能错误信息
10281,12,MSG_SKILL_USENOTNEEDCASTING,MST_Contents_000902,此技能需要施法.,,"255,255,255",10,技能错误信息
10282,12,MSG_SKILL_USENOTCASTING,MST_Contents_000903,无法连续施法.,,"255,255,255",10,技能错误信息
10283,12,MSG_SKILL_CASTINGNOT,MST_Contents_000904,施法失败.,,"255,255,255",10,技能错误信息
10284,12,MSG_SKILL_CASTINGNOTCASTING,MST_Contents_000905,施法中.,,"255,255,255",10,技能错误信息
10285,12,MSG_SKILL_CASTINGNOTTIMELACK,MST_Contents_000906,施法时间不足.,,"255,255,255",10,技能错误信息
10286,12,MSG_SKILL_CASTINGCANCELNOTEXIST,MST_Contents_000907,施法不存在.,,"255,255,255",10,技能错误信息
10287,12,MSG_SKILL_CASTINGCANCELNOTSAME,MST_Contents_000908,施法不同.,,"255,255,255",10,技能错误信息
10288,12,MSG_SKILL_COMBOFAIL,MST_Contents_000909,全阶段连接必须使用技能.,System_PC_HM_12.ogg|System_PC_HW_12.ogg|0|0|0|0|System_PC_OM_12.ogg|System_PC_OW_12.ogg,"255,255,255",10,技能错误信息
10289,12,MSG_SKILL_COMBOTIMEOVER,MST_Contents_000910,无法使用连接技能.[TimeOver],,"255,255,255",10,技能错误信息
10290,12,MSG_SKILL_COMBOTIMELESS,MST_Contents_000911,无法使用连接技能.[TimeLess],,"255,255,255",10,技能错误信息
10291,12,MSG_SKILL_COMBOTABLEERR,MST_Contents_000912,无法使用连接技能.[TimeLess],,"255,255,255",10,技能错误信息
10292,12,MSG_SKILL_COMBOTABLEERR,MST_Contents_000913,连接技能台异常.,,"255,255,255",10,技能错误信息
10293,12,MSG_SKILL_SUMMONNOTCREATE,MST_Contents_000914,无法生成召唤术,,"255,255,255",10,技能错误信息
10294,12,MSG_SKILL_DAMAGEBUFF_USE,MST_Contents_000915,buff发动队伍成员的损害吸收.,,"255,255,255",10,损害吸收buff使用后启动时的信息
10295,12,MSG_RACEWAR_NOTENTERMAP,MST_Contents_000916,成员的状态不在战场.,,"255,255,255",10,大规模种族战错误信息
10296,12,MSG_RACEWAR_NOTREADY,MST_Contents_000917,无法准备种族战.,,"255,255,255",10,大规模种族战错误信息
10297,12,MSG_RACEWAR_NOTSTART,MST_Contents_000918,无法开始种族战.,,"255,255,255",10,大规模种族战错误信息
10298,12,MSG_RACEWAR_NOTPLAY,MST_Contents_000919,无法通胀种族战,,"255,255,255",10,大规模种族战错误信息
10299,12,MSG_RACEWAR_NOTPLAYING,MST_Contents_000920,没有开始圣物占领战.,,"255,255,255",10,大规模种族战错误信息
10300,12,MSG_RACEWAR_NOTEND,MST_Contents_000921,无法结束种族战.,,"255,255,255",10,大规模种族战错误信息
10301,12,MSG_RACEWAR_NOTSTOP,MST_Contents_000922,无法停止种族战.,,"255,255,255",10,大规模种族战错误信息
10302,12,MSG_RACEWAR_ALREADYSTART,MST_Contents_000923,种族战已经开始了.,,"255,255,255",10,大规模种族战错误信息
10303,12,MSG_RACEWAR_NOTFINDARCHON,MST_Contents_000924,找不到相关圣物.,,"255,255,255",10,大规模种族战错误信息
10304,12,MSG_RACEWAR_NOTALREADYOWN,MST_Contents_000925,别的角色占领中.,,"255,255,255",10,大规模种族战错误信息
10305,12,MSG_RACEWAR_ALREADYOWN,MST_Contents_000926,已经被占领了.,,"255,255,255",10,大规模种族战错误信息
10306,12,MSG_RACEWAR_NOTCANCELOWN,MST_Contents_000927,所有者不是取消者.,,"255,255,255",10,大规模种族战错误信息
10307,12,MSG_RACEWAR_NOTDIFFREADYOWN,MST_Contents_000928,接触者和所有者不同.,,"255,255,255",10,大规模种族战错误信息
10308,12,MSG_RACEWAR_NOTRECRUIT,MST_Contents_000929,战场开始后就无法加入了.,,"255,255,255",10,大规模种族战错误信息
10309,12,MSG_QUEST_NOQUEST,MST_Contents_000930,相关任务不存在.,,"255,255,255",10,任务错误信息
10310,12,MSG_QUEST_ERRORQUEST,MST_Contents_000931,相关任务状态异常.,,"255,255,255",10,任务错误信息
10311,12,MSG_QUEST_ALREADYHAVE,MST_Contents_000932,任务已经完成.,,"255,255,255",10,任务错误信息
10312,12,MSG_QUEST_SLOTMAX,MST_Contents_000933,任务无法再完成.,,"255,255,255",10,任务错误信息
10313,12,MSG_QUEST_LOWLEVEL,MST_Contents_000934,等级不足无法完成任务.,,"255,255,255",10,任务错误信息
10314,12,MSG_QUEST_HIGHTLEVEL,MST_Contents_000935,等级过高无法开始任务.,,"255,255,255",10,任务错误信息
10315,12,MSG_QUEST_SIDE,MST_Contents_000936,阵营不同无法开始任务.,,"255,255,255",10,任务错误信息
10316,12,MSG_QUEST_RACE,MST_Contents_000937,种族不同无法开始任务.,,"255,255,255",10,任务错误信息
10317,12,MSG_QUEST_WEAPON,MST_Contents_000938,主武器以及主武器等级不正确，无法开始任务.,,"255,255,255",10,任务错误信息
10318,12,MSG_QUEST_PREVQUEST,MST_Contents_000939,没有完成之前的任务.,,"255,255,255",10,任务错误信息
10319,12,MSG_QUEST_NOTFINISH,MST_Contents_000940,任务未完成.,,"255,255,255",10,任务错误信息
10320,12,MSG_QUEST_NOTTIME,MST_Contents_000941,还需要再等待.,,"255,255,255",10,任务错误信息
10321,12,MSG_QUEST_NOEMPTYSLOT,MST_Contents_000942,背包里没有空位，无法获得补偿.,,"255,255,255",10,任务错误信息
10322,12,MSG_QUEST_ALREADYFINISH,MST_Contents_000943,任务已完成.,,"255,255,255",10,任务错误信息
10323,12,MSG_QUEST_ALREADYTIMER,MST_Contents_000944,任务已完成.,,"255,255,255",10,任务错误信息
10324,12,MSG_QUEST_SHAREDIETARGET,MST_Contents_000945,死亡状态下无法共有任务.,,"255,255,255",10,任务错误信息
10325,12,MSG_QUEST_NOTSEARCHLIST,MST_Contents_000946,找不到可能的任务.,,"255,255,255",10,任务错误信息
10326,12,MSG_PARTY_NOCHAR,MST_Contents_000947,相关角色不存在.,,"255,255,255",10,队伍错误信息
10327,12,MSG_PARTY_NOCREATE,MST_Contents_000948,队伍/突袭 生成错误.,,"255,255,255",10,队伍错误信息
10328,12,MSG_PARTY_NOPC,MST_Contents_000949,找不到目标.请稍后再试.,,"255,255,255",10,队伍错误信息
10329,12,MSG_PARTY_INVITED,MST_Contents_000950,队伍/突袭邀请中.,,"255,255,255",10,队伍错误信息
10330,12,MSG_PARTY_DIFFUNION,MST_Contents_000951,无法邀请其他阵营的角色.,,"255,255,255",10,队伍错误信息
10331,12,MSG_PARTY_NOLEADER,MST_Contents_000952,不是队伍/突袭场所.,,"255,255,255",10,队伍错误信息
10332,12,MSG_PARTY_FULL,MST_Contents_000953,队伍/突袭人数上限.,,"255,255,255",10,队伍错误信息
10333,12,MSG_PARTY_NOTHAVE,MST_Contents_000954,不属于队伍/突袭.,,"255,255,255",10,队伍错误信息
10334,12,MSG_PARTY_FINDMEMBER,MST_Contents_000955,找不到队伍/突袭的成员.,,"255,255,255",10,队伍错误信息
10335,12,MSG_PARTY_ALREADYPARTY,MST_Contents_000956,已经属于队伍/突袭了.,,"255,255,255",10,队伍错误信息
10336,12,MSG_PARTY_ROLLNPC,MST_Contents_000957,找不到抢夺目标?.,,"255,255,255",10,队伍错误信息
10337,12,MSG_PARTY_ROLLITEM,MST_Contents_000958,找不到抢夺物品.,,"255,255,255",10,队伍错误信息
10338,12,MSG_PARTY_ROLLPC,MST_Contents_000959,找不到抢夺PC.,,"255,255,255",10,队伍错误信息
10339,12,MSG_RAID_INVITATION_JOIN,MST_Contents_000960,已加入突袭.,,"255,255,255",10,参与突袭时
10340,12,MSG_PARTY_OUT,MST_Contents_000961,已退出队伍/突袭.,,"255,255,255",10,退出队伍时(本人退出)
10341,12,MSG_PARTY_DELETE,MST_Contents_000962,队伍/突袭已解散.,,"255,255,255",10,解散队伍时
10342,12,MSG_PARTY_MENU_BANISH_CANCEL,MST_Contents_000963,取消踢除队伍/突袭成员.,,"255,255,255",10,取消踢出队伍成员
10343,12,MSG_PARTY_BANISHED,MST_Contents_000964,已踢出队伍/突袭.,,"255,255,255",10,从队伍被踢出时(被踢出的角色)
10344,12,MSG_GUILD_NOGUILD,MST_Contents_000965,相关公会不存在.,,"255,255,255",10,公会错误信息
10345,12,MSG_GUILD_ALREADYGUILDNAME,MST_Contents_000966,已存在相同的公会名.,,"255,255,255",10,公会错误信息
10346,12,MSG_GUILD_ALREADYGUILDMEMBER,MST_Contents_000967,已加入工公会.,,"255,255,255",10,公会错误信息
10347,12,MSG_GUILD_ALREADYJOINGUILD,MST_Contents_000968,已经加入其他的公会了.,,"255,255,255",10,公会错误信息
10348,12,MSG_GUILD_ALREADYINVITEGUILD,MST_Contents_000969,公会邀请中.,,"255,255,255",10,公会错误信息(公会邀请中再次邀请时)
10349,12,MSG_GUILD_NOTENOUGHLV,MST_Contents_000970,20级以上可以创立公会.,,"255,255,255",10,公会错误信息
10350,12,MSG_GUILD_NOGUILDMEMBER,MST_Contents_000971,没有公会邀请券.,,"255,255,255",10,公会错误信息
10351,12,MSG_GUILD_NOGUILDMASTER,MST_Contents_000972,不是公会会长.,,"255,255,255",10,公会错误信息
10352,12,MSG_GUILD_NOCREATEMONEY,MST_Contents_000973,没有生成公会必要的金币.,,"255,255,255",10,公会错误信息
10353,12,MSG_GUILD_ONEMOREWRITENAME,MST_Contents_000974,公会名称最少要输入一个字.,,"255,255,255",10,公会错误信息
10354,12,MSG_GUILD_CANTUSESPACE,MST_Contents_000975,不能有空格.,,"255,255,255",10,公会错误信息
10355,12,MSG_GUILD_NOTFOUNDMEMBER,MST_Contents_000976,无法寻找公会成员.,,"255,255,255",10,公会错误信息
10356,12,MSG_GUILD_NOTINVITESELF,MST_Contents_000977,不能邀请自己.,,"255,255,255",10,公会错误信息
10357,12,MSG_GUILD_REJECTINVITE,MST_Contents_000978,拒绝了公会邀请.,,"255,255,255",10,公会错误信息
10358,12,MSG_GUILD_NOENOUGHMEMBERSLOT,MST_Contents_000979,公会成员位置不足.,,"255,255,255",10,公会错误信息
10359,12,MSG_GUILD_NOGUILDAUTH,MST_Contents_000980,没有相关的权限.,,"255,255,255",10,公会错误信息
10360,12,MSG_GUILD_NOOUTMASTER,MST_Contents_000981,公会会长退出.,,"255,255,255",10,公会错误信息
10361,12,MSG_GUILD_NOKICKOUTMASTER,MST_Contents_000982,无法踢出公会会长.,,"255,255,255",10,公会错误信息
10362,12,MSG_GUILD_NOKICKOUTMASELF,MST_Contents_000983,不能踢出自己.,,"255,255,255",10,公会错误信息
10363,12,MSG_GUILD_INVALIDGUILDINFO,MST_Contents_000984,不精确的公会信息.,,"255,255,255",10,公会错误信息
10364,12,MSG_GUILD_INVALIDTITLESLOT,MST_Contents_000985,不精确的公会称呼提示.,,"255,255,255",10,公会错误信息
10365,12,MSG_GUILD_NOTENOUGHMONEY,MST_Contents_000986,金币不足.,,"255,255,255",10,公会错误信息
10366,12,MSG_GUILD_MEMBERKICKOUT,MST_Contents_000987,被强行退出.,,"255,255,255",10,公会错误信息
10367,12,MSG_GUILD_NOMOREGUILDGRADE,MST_Contents_000988,等级无法提升.,,"255,255,255",10,公会错误信息
10368,12,MSG_GUILD_ERRORSTORE,MST_Contents_000989,公会仓库错误,,"255,255,255",10,公会错误信息
10369,12,MSG_GUILD_NOGUILDSTORE,MST_Contents_000990,公会仓库不存在.,,"255,255,255",10,公会错误信息
10370,12,MSG_GUILD_NOITEMOPTION,MST_Contents_000991,此物品无法在公会仓库存放.,,"255,255,255",10,公会错误信息
10371,12,MSG_GUILD_NOTENOUGHGRADE,MST_Contents_000992,没有公会仓库的使用权.,,"255,255,255",10,公会错误信息
10372,12,MSG_GUILD_LOCKED,MST_Contents_000993,其他公会成员正在查询仓库.,,"255,255,255",10,公会错误信息
10373,12,MSG_GUILD_LOWPCMONEY,MST_Contents_000994,金币不足无法存款.,,"255,255,255",10,公会错误信息
10374,12,MSG_GUILD_MAXSTOREMONEY,MST_Contents_000995,无法再在公会仓库存款.,,"255,255,255",10,公会错误信息
