TID,WorldTID,Type,Name,Pos,Rotation,Ambient,Diffuse,Specular,Dimmer,Radius,SpotIn,SpotOut
2283,2500,0,LightPoint:2283,143.059|373.651|201.634,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,10,0,0
2284,2500,0,LightPoint:2284,143.046|389.157|201.634,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,1.5,10,0,0
2285,2500,0,LightPoint:2285,121.070|427.960|202.140,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2286,2500,0,LightPoint:2286,87.530|442.588|203.174,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2287,2500,0,LightPoint:2287,55.220|427.730|202.140,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2288,2500,0,LightPoint:2288,62.362|323.747|190.540,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2289,2500,0,LightPoint:2289,51.990|334.269|192.530,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2290,2500,0,LightPoint:2290,55.150|308.952|176.430,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,10,0,0
2291,2500,0,LightPoint:2291,44.920|245.890|177.620,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2292,2500,0,LightPoint:2292,44.639|226.065|177.620,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2293,2500,0,LightPoint:2293,140.160|216.025|170.324,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2294,2500,0,LightPoint:2294,114.971|215.696|170.324,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2295,2500,0,LightPoint:2295,91.663|215.862|170.324,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2296,2500,0,LightPoint:2296,289.578|383.357|211.088,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2297,2500,0,LightPoint:2297,321.672|380.221|211.088,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2298,2500,0,LightPoint:2298,322.099|398.893|211.088,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2299,2500,0,LightPoint:2299,346.191|399.211|211.088,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2300,2500,0,LightPoint:2300,223.886|383.993|211.088,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2301,2500,0,LightPoint:2301,184.021|397.698|211.088,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2302,2500,0,LightPoint:2302,164.287|400.442|211.088,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,10,0,0
2303,2500,0,LightPoint:2303,273.762|417.763|216.093,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2304,2500,0,LightPoint:2304,240.310|415.973|215.826,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2305,2500,0,LightPoint:2305,255.961|371.907|215.390,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,1.5,15,0,0
2306,2500,0,LightPoint:2306,340.147|176.126|190.686,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2307,2500,0,LightPoint:2307,339.844|164.096|190.686,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2308,2500,0,LightPoint:2308,339.640|149.851|190.686,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2309,2500,0,LightPoint:2309,227.621|135.486|190.686,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2310,2500,0,LightPoint:2310,228.473|108.196|190.686,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2311,2500,0,LightPoint:2311,229.536|81.508|190.686,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2312,2500,0,LightPoint:2312,281.934|86.641|190.686,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2313,2500,0,LightPoint:2313,281.981|114.408|190.686,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2314,2500,0,LightPoint:2314,282.100|141.691|190.686,0.000|0.000|0.000,255.000|255.000|255.000,0.000|128.000|255.000,255.000|255.000|255.000,2,10,0,0
2315,2500,0,LightPoint:2315,200.045|209.766|181.646,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2316,2500,0,LightPoint:2316,311.255|211.720|181.937,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2317,2501,0,LightPoint:2317,259.440|260.210|176.821,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,5,30,0,0
2318,2501,0,LightPoint:2318,260.410|259.532|224.634,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,3,100,0,0
2319,2501,0,LightPoint:2319,259.060|331.450|176.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2320,2501,0,LightPoint:2320,267.110|337.510|160.370,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2321,2501,0,LightPoint:2321,296.877|330.055|160.370,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2322,2501,0,LightPoint:2322,320.141|309.808|160.900,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2323,2501,0,LightPoint:2323,345.111|305.456|156.140,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2324,2501,0,LightPoint:2324,356.163|273.924|160.336,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2325,2501,0,LightPoint:2325,349.660|261.260|167.580,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2326,2501,0,LightPoint:2326,356.068|248.939|160.336,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2327,2501,0,LightPoint:2327,345.362|217.252|156.161,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2328,2501,0,LightPoint:2328,317.254|214.216|160.269,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2329,2501,0,LightPoint:2329,295.751|195.080|160.269,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2330,2501,0,LightPoint:2330,267.426|188.765|160.269,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2331,2501,0,LightPoint:2331,252.351|188.039|160.269,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2332,2501,0,LightPoint:2332,222.091|196.002|160.269,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2333,2501,0,LightPoint:2333,198.608|215.536|160.269,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2334,2501,0,LightPoint:2334,175.050|218.401|156.068,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2335,2501,0,LightPoint:2335,163.947|250.612|160.283,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2336,2501,0,LightPoint:2336,164.135|274.426|160.283,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2337,2501,0,LightPoint:2337,170.531|262.285|167.800,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2338,2501,0,LightPoint:2338,174.826|305.983|156.207,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2339,2501,0,LightPoint:2339,223.758|330.756|160.382,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2340,2501,0,LightPoint:2340,251.986|336.890|160.382,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2341,2501,0,LightPoint:2341,307.644|318.414|176.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2342,2501,0,LightPoint:2342,326.633|282.378|176.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2343,2501,0,LightPoint:2343,326.285|240.552|176.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2344,2501,0,LightPoint:2344,281.514|191.890|176.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2345,2501,0,LightPoint:2345,238.432|191.931|176.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2346,2501,0,LightPoint:2346,193.499|241.456|176.000,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2347,2501,0,LightPoint:2347,237.353|160.795|155.864,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2348,2501,0,LightPoint:2348,219.630|161.058|155.570,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2349,2501,0,LightPoint:2349,285.041|161.133|155.864,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2350,2501,0,LightPoint:2350,298.212|160.766|155.864,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2351,2501,0,LightPoint:2351,276.780|126.740|161.730,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2352,2501,0,LightPoint:2352,245.970|126.720|161.730,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2353,2501,0,LightPoint:2353,277.500|129.470|180.430,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2354,2501,0,LightPoint:2354,244.570|128.190|180.430,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2355,2501,0,LightPoint:2355,277.780|122.530|145.430,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2356,2501,0,LightPoint:2356,299.972|122.528|145.305,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2357,2501,0,LightPoint:2357,316.205|122.473|145.305,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2358,2501,0,LightPoint:2358,244.918|122.485|145.434,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2359,2501,0,LightPoint:2359,225.862|122.638|145.434,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2360,2501,0,LightPoint:2360,203.304|122.881|145.434,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2361,2501,0,LightPoint:2361,275.974|94.555|145.434,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2362,2501,0,LightPoint:2362,242.084|94.533|145.434,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2363,2501,0,LightPoint:2363,248.680|55.080|147.130,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2364,2501,0,LightPoint:2364,269.690|54.870|147.130,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2365,2501,0,LightPoint:2365,312.420|59.404|153.958,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2366,2501,0,LightPoint:2366,205.494|59.570|153.958,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2367,2501,0,LightPoint:2367,259.160|56.304|155.250,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2368,2501,0,LightPoint:2368,347.595|191.613|155.007,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2369,2501,0,LightPoint:2369,331.245|176.443|155.007,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2370,2501,0,LightPoint:2370,356.700|163.170|171.910,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,50,0,0
2371,2501,0,LightPoint:2371,385.440|136.610|138.270,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,40,0,0
2372,2501,0,LightPoint:2372,382.978|166.750|135.208,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2373,2501,0,LightPoint:2373,354.063|137.694|135.208,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2374,2501,0,LightPoint:2374,415.160|143.360|139.590,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2375,2501,0,LightPoint:2375,416.819|191.453|145.226,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
2376,2501,0,LightPoint:2376,448.178|192.948|145.226,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,20,0,0
2377,2501,0,LightPoint:2377,432.680|189.816|154.760,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
2378,2501,0,LightPoint:2378,454.570|121.640|141.270,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2379,2501,0,LightPoint:2379,395.970|63.840|141.270,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2380,2501,0,LightPoint:2380,403.690|117.740|137.828,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2381,2501,0,LightPoint:2381,436.687|83.070|144.500,0.000|0.000|0.000,255.000|255.000|255.000,255.000|64.000|0.000,255.000|255.000|255.000,3,80,0,0
2382,2501,0,LightPoint:2382,404.260|142.820|139.590,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2383,2501,0,LightPoint:2383,378.490|116.200|139.200,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2384,2501,0,LightPoint:2384,378.200|107.290|139.200,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,30,0,0
2385,2501,0,LightPoint:2385,329.869|72.268|145.848,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
2386,2501,0,LightPoint:2386,328.055|104.970|145.848,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
2387,2501,0,LightPoint:2387,333.739|87.631|157.063,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,30,0,0
2388,2501,0,LightPoint:2388,379.544|298.665|155.064,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2389,2501,0,LightPoint:2389,418.175|277.078|145.015,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2390,2501,0,LightPoint:2390,417.599|242.373|144.798,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2391,2501,0,LightPoint:2391,418.002|287.108|145.015,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2392,2501,0,LightPoint:2392,417.547|232.944|144.854,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2393,2501,0,LightPoint:2393,436.764|244.408|144.839,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2394,2501,0,LightPoint:2394,462.536|249.558|146.710,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2395,2501,0,LightPoint:2395,462.251|270.930|146.710,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2396,2501,0,LightPoint:2396,461.820|260.270|157.160,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,40,0,0
2397,2501,0,LightPoint:2397,436.626|276.371|144.839,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,3,20,0,0
2398,2501,0,LightPoint:2398,461.820|310.540|151.172,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2399,2501,0,LightPoint:2399,463.930|332.295|158.834,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2400,2501,0,LightPoint:2400,435.122|333.904|165.235,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2401,2501,0,LightPoint:2401,407.133|333.090|175.955,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2402,2501,0,LightPoint:2402,432.060|400.711|177.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,3,40,0,0
2403,2501,0,LightPoint:2403,459.096|402.957|177.850,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,3,40,0,0
2404,2501,0,LightPoint:2404,396.094|431.717|178.968,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,3,40,0,0
2405,2501,0,LightPoint:2405,396.187|460.160|177.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,3,40,0,0
2406,2501,0,LightPoint:2406,456.224|370.343|177.850,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,3,40,0,0
2407,2501,0,LightPoint:2407,370.110|462.130|177.150,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,3,40,0,0
2408,2501,0,LightPoint:2408,327.456|407.909|176.428,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2409,2501,0,LightPoint:2409,324.828|436.267|169.275,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2410,2501,0,LightPoint:2410,325.604|461.717|161.514,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2411,2501,0,LightPoint:2411,305.354|463.759|152.290,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2412,2501,0,LightPoint:2412,282.092|415.073|148.762,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2413,2501,0,LightPoint:2413,274.082|429.479|141.017,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2414,2501,0,LightPoint:2414,255.817|399.110|144.399,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2415,2501,0,LightPoint:2415,277.911|371.586|145.280,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|0.000,255.000|255.000|255.000,2,15,0,0
2416,2501,0,LightPoint:2416,244.011|419.833|141.512,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2417,2501,0,LightPoint:2417,214.042|430.220|144.513,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2418,2501,0,LightPoint:2418,225.326|399.921|144.513,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2419,2501,0,LightPoint:2419,210.323|411.340|140.898,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
2420,2501,0,LightPoint:2420,188.640|439.584|149.804,0.000|0.000|0.000,255.000|255.000|255.000,255.000|128.000|64.000,255.000|255.000|255.000,2,30,0,0
